sku,weight (kg),depth (cm), length (cm),width (cm),height (cm)
01722-001,0.174,2.7,,6.8,9.4
36297,,,15,,
36298,,,15,,
36208,,,15,,
36207,,,15,,
36228,,,15,,
CS1642A-AT-E,2,32.5,,8.8,21
CS1644A-AT-E,5.5,56,,20.8,24
DN-95140,1.88,20,,31,4.4
ADS2800WZU1,4.55,25.8,,38.2,33
42K0035,95.9,76,,76,105.3
PA03710-B001,7.6,20.9,0.5588,38,16.8
DS3678-HP2F003VZWW,,5.6,,3,7.3
3011714,,,,14.8,21
C31CE94111,2.62,24,120,100,2.03
DN-19 WM-3H3V-SL,14,22,,62,90
DN-19 WM-V6U-SL,21,32,,66,80
RS60B0-MRSTWR,,1.3,2.9,2.1,
RS60B0-SRSTWR,,1.3,2.9,2.1,
DS3678-SR3U4210SFW,,5.6,,3,7.3
DS3678-ER3U4602FVW,,5.6,,3,7.3
DS3678-ER3U4212SVW,,5.6,,3,7.3
STNDMTV70,,,27.6,32.6,84.3
FLATPNLCEIL,50,,,,1100
QL810WZU1,2.66,18.4,4,29.8,23.2
DS8178-SR0F007ZZWW,0.2353,10.7,617,6.6,16.8
880187-038D,,,,8.89,3.81
RS5000-LCBSWR,,1.1,2,1.3,
01595-001,0.72,,3,,10.3
DECO M9 PLUS(3-PACK),,14.4,,14.4,6.4
AT-IS230-10GP-80,1.2,10.5,,7.4,15.2
DN-95343,4.67,31.5,,49.3,4.4
DIS-200G-12PS,,6.7,,8.3,1.9
DIS-100E-5W,0.488,17.8,120,14,8.3
DIS-100E-8W,0.57,17.8,120,14,8.3
XGS1930-28HP-GB0101F,5.82,50.3,,58.5,9.5
LTE4506-M606-EU01V2F,0.15,6.68,,6.68,11.05
XGS1930-52HP-GB0101F,6.31,50.3,,58.5,9.5
XGS1930-52-GB0101F,4.78,35.5,,61.6,10.7
2999C003,0.179,9.36,,11.6,2.88
MR2200ac,,2.6,,7.8,6.1
DN-651108,12.6,16.5,35,24,56
90IG04F0-MU2G00,,18.8,,29.97,6.1
KSM26RD4/32HDI,,,,13.330000000000002,3.12
VE781030-AT,5.84,23.5,39,24,26.3
HDWG21EUZSVA,3.91,6,21,15,26.5
MG06ACA10TA,0.77,14.7,,10.18,
MG06ACA600E,0.77,14.7,,10.18,2.6100000000000003
REXP-1220U-RP/24TB-EXOS,,52,,43.9,8.8
TS-431XEU-2G/32TB-EXOS,,29.1,,43.9,4.4
TS-431XEU-2G/16TB-EXOS,,29.1,,43.9,4.4
PE1216G-AX-G,3.76,79,80.6,20.3,12.7
PDUBHV20,27.714471200000002,20.2,19.3,20.8,27.8
930-25-503-101,17.8,6.8,31.6,39.3,59
VS461-AT-E,0.75,8.8,,6.75,5.55
32701,,,,2400,
38065,0.6,,,,
38106,0.1,,,,
ST121HDBTPW,1.2,29.5,45,40.5,32.5
FAX2840ZU1,12.9,,,,
IFP8630,99.5,28,,214,134
TS-431XEU-2G/8TB-EXOS,5.78,29.1,,43.9,4.4
TS-431XEU-2G/40TB-EXOS,,29.1,,43.9,4.4
TS-2483XU-RP-E2136-16G/192TB-EXOS,28.6,67.2,,48.1,17.619999999999997
TS-431XEU-2G/24TB-EXOS,5.78,29.1,,43.9,4.4
WDS100T3XHC,,3.1,,1,0.3
WDS200T3XHC,,3.1,,1,0.3
TS-1685-D1531-32G-550W/72TB-EXOS,16,31.98,,36.989999999999995,30.380000000000003
TS-1685-D1531-32G-550W/144TB-EXOS,16,31.98,,36.989999999999995,30.380000000000003
TS-1685-D1531-32G-550W/48TB-EXOS,16,31.98,,36.989999999999995,30.380000000000003
TVS-672XT-I3-8G/18TB-IW,,27.96,,26.43,18.82
SEDC500R/1920G,0.09234,10,,6.99,0.7
SEDC500R/960G,0.09234,10,,6.99,0.7
SEDC500R/3840G,0.09234,10,,6.99,0.7
ARMDUAL,4.89,58,,32.5,16
38131,2.95,24.7,,43.6,4.4
14401-12,0.03,19,,9,2
38130,2.95,24.7,,43.6,4.4
DN-19 09-U-SW,21,50,,65,50.9
DN-19 12-U-SW,26,50,,65,64.3
TCSM60M-R2L-PB,1.23,,,160,11.120000000000001
VE781020-AT,4.73,23.5,39,24,26.3
4X70Z90845,,3.0100000000000002,,6.779999999999999,0.38
90DC0013-B49000,10.5,54.5,24,25.1,55.2
TCSM40M-24GB-PB,,,,288,
TCSA100M-PB,1.2,,,26.77,11.120000000000001
C13T636800,0.001214,40,120,80,30
108R00957,0.44,16,16,13.5,4.5
C13T693200,0.000583,24.5,,4.5,11.5
70C0P00,3.4,,,,
NBU-ICSS-EU,1.57,12.3,,21.4,19.6
CL5708M-ATA-EE,16.8,71.8,,66.8,13.5
CL5716M-ATA-EE,13.6,64.27000000000001,,48,4.4
SEDC500M/1920G,0.09234,10,,6.99,0.7
RX1217/72TB-TE,12.7,66.4,,43.05,8.8
DN-19 16-U-3,51.8,60,,60,
DN-19 12-U-3,43.4,65,,65,61
M9128-E1024LAF,,,,16.759999999999998,6.859999999999999
1276C005,0.5125589599999999,,,,
38370,,1.6,10,1.6,66.3
38375,,1.6,66.3,1.6,0
37826,,,30,,
37824,,,15,,
37825,,,20,,
37839,,,15,,
37844,,,75,,
37842,,,40,,
TS-1683XU-RP-E2124-16G/96TB-TE,13.8,57.35,,48.1,13
P18432-B21,0.5,17.78,,22.86,12.7
P18424-B21,,,,,0.3
IS-DT2-256-16000-C-G,1.24,11.2,,18.55,4.35
IS-DT2-256-16000-C-X,1.24,11.2,,18.55,4.35
37830,,,100,,
37829,,,75,,
8812-RDX,0.408,15.9,,10.2,4.1
482-10010,9.3,54.8,,,Yes
1380C005,0.795,,11.8,,
DC556,2.48,54,,41,17.85
IFP8650-3,90.7,28,3,212.3,134.5
IFP7550-3,71.9,28,3,193,114
01997-001,,26,,13.2,13.2
IFP6550-3,49.7,22.3,3,166.9,101
IFP5550-3,35.5,22,3,142.8,87.8
1620C005,0.215,,6.18,,
0570C005,0.16,,3.93,,
90YE00A0-B0NA00,3.14,15,,16,8.6
9522B005,0.125,2.2800000000000002,2.28,,
4515C005,0.16,,4.05,,
UVC-G4-BULLET-3,18.3,,5.51,,
02172-002,0.145,14.01,,4.6,3
02135-002,1.45,18,,18,5.3
16619566,0.383,4.68,,11.84,8.28
0597C005,,,7.2,,
0572C005,0.13,,4.45,,
1066C011,,4.2,,10.55,6.09
1122C005,0.26,,8.65,,
1375C005,0.3,,8.65,,
1376C005,,,18,,
1483C026,0.8,7.590000000000001,,15.069999999999999,11.64
3986C005,0.93,,19.9,,
4113C005,0.225,7.12,,7.12,2.0300000000000002
4234C005,0.5,,9.05,,
9517B005,0.26,,8.65,,
UVC-G4-Dome,13.8,,,,2.54
NBN-63023,0.69,,14,7.8,6.6
SV565UTPUGB,1.72,30,,25,9
ST121UTPEP,0.795,31.5,,14,6
CLS631IINEBXX,4.5,28.9,162.6,23.1,27
KA7176,6,12.4,47,27,29.6
C13S450286,0.3,,15,111.8,
C13S450270,2.78,48.7,15,15.9,16
01727-001,,,9,,
7110085,2,35.5,,28.3,16.4
TS32GDPB10B,0.088,1.9600000000000002,,5.220000000000001,8.84
960-001252,1.79,11.5,22.3,21.9,9.23
ET56ET-G21E-00A6,0.7455,18.1,,26.9,1.27
NDB-UK,0.151,2.9,,4.5,13.5
NOC-S-UK,1.52,11,,22,24.5
2541C002,1.14,,4.7,,15.5
GS2220-50-GB0101F,3.97,28.9,,49.6,9
GS2220-10-GB0101F,2.21,23.5,,37.5,6.1
GS2220-28-GB0101F,2.91,21.4,,55.8,7.9
GS2220-28HP-GB0101F,4.97,35.5,,61.6,10.7
GS2220-10HP-GB0101F,2.7,23.5,,37.5,6.1
GS2220-50HP-GB0101F,5.25,35.5,,61.6,10.7
40N9413,19.1,55.6,,33.2,51.9
90IG05G0-MU2R10,0.74,18.44,,27.55,16.5
TS-431K/32TB-N300,,21.9,,16,16.9
TS-431K/16TB-N300,,21.9,,16,16.9
TS-431KX-2G/16TB-N300,,21.9,,16,16.9
TS-431K/40TB-N300,,21.9,,16,16.9
TS-453D-4G/16TB-N300,,22.6,,17,16.8
TS-453D-4G/32TB-N300,,22.6,,17,16.8
TS-453D-4G/40TB-N300,,22.6,,17,16.8
TVS-672XT-I3-8G/24TB-N300,,27.96,,26.43,18.82
TVS-672XT-I3-8G/48TB-N300,,27.96,,26.43,18.82
TVS-672XT-I3-8G/60TB-N300,,27.96,,26.43,18.82
37841,,,30,,
37840,,,20,,
37827,,,40,,
KA8278-AX-E,1.48,32.5,,9.8,21
KA8288-AX-E,1.49,32.5,,9.8,21
PD43A03100010202,,,,10.4,
XG9-00-03000000,3.5,26,1,23,10.5
16631758,0.255,3.6700000000000004,,8.25,12.290000000000001
16631849,0.255,3.6700000000000004,,8.25,12.290000000000001
16631849+2PK,0.255,3.6700000000000004,,8.25,12.290000000000001
16631801,0.255,3.6700000000000004,,8.25,12.290000000000001
16631801+2PK,0.255,3.6700000000000004,,8.25,12.290000000000001
DN-19 20-U-3-SW,80,60,,60,98.2
9SXEBM180RT,68,64.5,,13,44
EA1340,2.6,18,36.9,29.7,28.4
RBC44,35,,,,
RBC27,11,,,,
1242B005,0.645,,11.1,,
C13S042135,0.189,,30.5,162.6,
C13S042014,,,12.2,61,
6473A015,0.48,,12.2,,
B11B259401BY,3.6,16.9,,29.6,16.7
VPC12-WPO-11,0.84,3,,18,11.9
SC420,,15,,5,7
AP9520TH,,1.1,,1.7,3.9
2520A015,0.75,,11.2,,
SUA1500IX38,27,59,,33,37
2750B005,0.65,,8.690000000000001,,
SYPM10K16H,31.6,,,,
FRU01AV437,5,,,,
90SF0061-M00660,15.8,68.6,,44.4,4.4
4X50R44368,0.44,,,,
KT-MC220J-2A3S2RW,0.296,3.85,,7,20.05
MC220K-2B3S3RW,0.296,3.85,,7,20.05
TS-832PXU-4G/32TB-EXOS,,53.4,,48.2,8.9
TS-832PXU-4G/48TB-EXOS,,53.4,,48.2,8.9
STKC5000400,0.356,4.5,,10.6,14.6
TS-1273AU-RP-8G/48TB-TOSH,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/72TB-TOSH,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/192TB-EXOS,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/96TB-TOSH,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/168TB-TOSH,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/144TB-EXOS,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/72TB-EXOS,14.6,42.5,,48.2,8.9
TS-1273AU-RP-8G/48TB-EXOS,14.6,42.5,,48.2,8.9
TS-451D2-4G/40TB-IW,,21.94,,16,16.53
TS-451+-2G/4TB-RED,4.3,23.5,,18,17.7
TS-451D2-4G/4TB-RED,,21.94,,16,16.53
TS-451D2-4G/32TB-IW,,21.94,,16,16.53
TS-832PXU-RP-4G/48TB-EXOS,,53.4,,48.2,8.9
TS-832PXU-RP-4G/32TB-EXOS,,53.4,,48.2,8.9
TS-451D2-4G/16TB-IW,,21.94,,16,16.53
TS-451D2-4G/32TB-RED,,21.94,,16,16.53
TS-H977XU-RP-3700X-32G/16TB-TOSH,,50.55,,48.260000000000005,4.33
TS-H977XU-RP-3700X-32G/24TB-TOSH,,50.55,,48.260000000000005,4.33
TS-1673AU-RP-16G/192TB-EXOS,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/128TB-TOSH,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/64TB-EXOS,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/64TB-TOSH,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/96TB-EXOS,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/224TB-TOSH,17.1,42.5,,48.2,13.2
TS-2483XU-RP-E2136-16G/144TB-TOSH,,67.2,,48.1,17.619999999999997
TS-1673AU-RP-16G/256TB-EXOS,17.1,42.5,,48.2,13.2
TS-1673AU-RP-16G/96TB-TOSH,17.1,42.5,,48.2,13.2
TS-H1683XU-RP-E2236-128G/192TB-EXOS,,57.35,,48.1,13
TS-H1683XU-RP-E2236-128G/256TB-EXOS,,57.35,,48.1,13
TS-H1683XU-RP-E2236-128G/64TB-EXOS,,57.35,,48.1,13
TS-H1683XU-RP-E2236-128G/96TB-EXOS,,57.35,,48.1,13
TS-H1683XU-RP-E2236-128G/160TB-GOLD,,57.35,,48.1,13
MZ-V8P500BW,0.009,0.238,,8.02,2.21
MZ-V8P1T0BW,0.009,0.238,,8.02,2.21
MZ-V8P2T0BW,0.009,0.238,,8.02,2.21
ST18000VE002,0.67,14.7,,10.18,2.6100000000000003
ST16000VE002,0.67,14.7,,10.18,2.6100000000000003
XS3840SE70084,0.165,10.05,,7.01,1.5
WDBBGB0180HBK-EESN,1,13.930000000000001,,4.9,17.06
TS-653D-8G/18TB-IW,4.56,22.6,,23.5,16.8
TS-653D-8G/6TB-RED,4.56,22.6,,23.5,16.8
TS-653D-8G/48TB-RED,4.56,22.6,,23.5,16.8
TS-653D-8G/18TB-RED,4.56,22.6,,23.5,16.8
TS-653D-8G/24TB-IW,4.56,22.6,,23.5,16.8
TS-653D-8G/48TB-IW,4.56,22.6,,23.5,16.8
TS-653D-8G/60TB-IW,4.56,22.6,,23.5,16.8
WDS200T1X0E,0.0075,8,,2.2,0.238
WDS500G1X0E,0.0075,8,,2.2,0.238
WDS100T1X0E,0.0075,8,,2.2,0.238
WDS200T1XHE,,8,,2.34,0.8800000000000001
ZP2000CV3A001,0.051,17.8,,13.3,1.3
M280CS3040-1TB-RB,0.0066,2.2,,8,0.4
WDS200T2B0C,0.0065,8,,2.2,0.238
9S6-3BA81T-007,5.7,40.9,,65,17.3
TC83BH-2205A710RW,,6.4,,7.6,23.3
MC930B-GSEDG4RW,0.765,24,,8.8,18.9
1897C027,0.7,22.4,,7.1,16.6
VG27VH1B,8,7.77,,61,36.7
DS120J/10TB-N300,0.7,22.4,,7.1,16.6
DS120J/8TB-N300,0.7,22.4,,7.1,16.6
KA7240S-AX-E,1.26,22.71,200,17.15,5.4799999999999995
VP2120-AT-E,1.14,20,,16.9,4.4
SM-T575NZKAEEA,0.429,0.99,,12.68,21.380000000000003
45N1005,0.34,5.57,,20.69,2.0100000000000002
ZA7R0168GB,0.49,0.75,,25.839999999999996,16.3
943500007,0.488,,,7.85,21.8
943500014,0.488,,,7.85,21.8
943500043,0.488,,,7.85,21.8
943500036,0.6,,,7.85,21.8
943500054,0.6,,,7.85,21.8
943500058,0.6,,,7.85,21.8
EC500K-01B222-A6,0.173,0.96,,7.6,15.45
82C700E3UK,1.85,25.15,,36.22,1.9899999999999998
KE6912T,1.17,16.3,,21.5,4.18
KE6912R,1.28,17.2,,22.8,5.48
CT40P-L0N-27R11AE,0.289,1.8199999999999998,,7.7,16.2
TR-004/40TB-N300,1.85,21.9,,16.02,16.85
TR-004/16TB-N300,,21.9,,16.02,16.85
TR-004/32TB-N300,1.85,21.9,,16.02,16.85
TS-231K/8TB-N300,,21.9,,10.2,16.9
TS-251+-2G/8TB-N300,,22.5,,10.2,16.85
TR-004/12TB-RED,,21.9,,16.02,16.85
TS-131K/3TB-IW,,21.9,,7.3,16.9
TS-131K/4TB-N300,,21.9,,7.3,16.9
TS-253D-4G/6TB-IW,,22.6,,10.5,16.8
TS-253D-4G/8TB-N300,,22.6,,10.5,16.8
TS-251+-2G/16TB-N300,,22.5,,10.2,16.85
TS-231K/20TB-N300,,21.9,,10.2,16.9
TS-251+-2G/20TB-N300,,22.5,,10.2,16.85
TS-451+-2G/16TB-N300,,23.5,,18,17.7
TS-451+-2G/32TB-N300,,23.5,,18,17.7
TS-253D-4G/16TB-N300,,22.6,,10.5,16.8
TS-231K/16TB-N300,,21.9,,10.2,16.9
TS-253D-4G/20TB-N300,,22.6,,10.5,16.8
SF4000,7.8,56.8,,52.1,43.5
AS-360,,,,,24.1
C204MA-GJ0208-3Y,1.2,19.9,,29.2,2.01
TS-653D-8G/24TB-N300,,22.6,,23.5,16.8
CT60-L1N-BRP21DE,0.36,8.4,,16.1,2.05
CT60-L1N-BFP21DE,0.36,8.4,,16.1,2.05
40A20135EU,0.82,16.25,,34.5,5.5600000000000005
TS-451+-2G/40TB-N300,,23.5,,18,17.7
VP59-Teams,13.4,36.4,,33.6,11.2
MC930B-GSEAG4RW,0.765,24,,8.8,18.9
CDE8620,69.8,28,,211.8,127.1
C31C412681,2.79,25.5,,19.5,24
CLS700IINEXXX,13.3,49,,25.5,26.5
CLS521IINEWXX,3.6,28.9,,23.1,18.3
CLS521IINEBXX,3.6,28.9,,23.1,18.3
4110C002AA,,27.8,,18.6,18.1
TD4650TNWBZU1,3,28.5,,21.9,19.1
LH75QETEPGCXEN,41.5,19.8,,0.3,111.8
C31CG62203P1,5.52,38.2,,29.3,28.7
CDE4320,11.1,15.3,,107,66.3
C11CJ77301A1,27,50.5,,97,23
PA03811-B001,2.5,13.5,,29.8,13.3
PA03811-B011,2.5,13.5,,29.8,13.3
ZQ52-BUW000E-00,,,,11.3,
ZQ51-BUW000E-00,,,,8,
ZQ52-BUW100E-00,0.79,15.8,,15.5,6.7
NUSCAN 5200TR,0.16,10,,7.2,17.5
C31CJ27122A0,1.3,12.7,,12.7,12.7
SNVS/2000G,0.007,8,,2.2,0.21000000000000002
ZT42162-T0EC000Z,20.4,49.5,2.59,33.6,32.4
40880,16.3,51,,103,20
GD4520-BKK1-HD,0.161,10.9,,6.8,16.6
C31CH76102,27.6,70.5,11.2,52,49.5
LH55QHREBGCXEN,19.2,4.63,,123.50999999999999,70.78999999999999
3111C008,9.2,36.9,,40.3,23.4
CDE6520,33.6,22,,160.5,96.5
CT40P-L0N-28R11AE,0.289,16.2,,7.7,1.8199999999999998
HDWR160UZSVA,0.77,2.6100000000000003,,10.16,14.7
941-000160,3.1,,,,
GS1900-24EP-GB0101F,2.48,23,,33,4.4
CT60-L1N-ASC210E,0.35,1.9,,8.25,16
RL4-DP-50000310,0.98,8.1,,16.6,20
X91-00-03000000,6.8,36,300,29.2,15
PM43A11000000202,15.8,48.35,4.8,29.46,28.419999999999998
8W9HM,0.78,17,,20,5.36
CS19208-AT-E,4.83,49.9,,13.3,32.4
CS19216-AT-E,5.33,49.9,,13.3,32.4
AP7551,5.77,,0.91,,
AP7541,5.57,,3.05,,
AP9572,2,,2.5,,
CPNTA2HDMI,0.567,21,,11.5,6
AP8865,,,,,70.5
ASF24WEU,5.8,57.5,59,11.5,40.5
K67862EU,18.5,51,,46,57
C31CH92142,,,,8,
C31CJ27121,2.14,23.5,49,40,25.5
70BFL2114/12,23.4,6.6,,158.4,88.8
PA03706-B301,6,23.2,,30,17.2
65BDL3550Q/00,27.8,6.890000000000001,,146.23,83.72999999999999
29S0263,10.5,42,,41,28
IS-DAM2-256-2000,0.065,1.2,,4.5,10.6
IS-DAM2-256-500,0.065,1.2,,4.5,10.6
IS-DAM2-256-240,0.065,1.2,,4.5,10.6
IS-DAM2-256-1000,0.065,1.2,,4.5,10.6
IS-DAM2-256-120,0.065,1.2,,4.5,10.6
223S7EHMB/00,6.56,4.5,,49,29.6
VM7404-AT,0.96,42.6,44,28.5,5.7
ARMQUAD,9.2,83.5,40.6,48.8,27.5
DELL-C3422WE,16,8.11,,81.6,43.4
PE8324G-AX,6.5,186.5,186.5,22.9,17.9
BC4032-BK-433,0.246,5.6,,9.9,18.6
DS8178-HCMF00BVMWW,0.235,10.7,528,6.6,16.8
1025071,3.3,20.4,,31.2,18.3
MC930B-GSHCG4RW,0.765,24,,8.8,18.9
E931330,5.3,22.130000000000003,,35.97,39.04
E937154,,8.47,,41.64,52.589999999999996
MG1501-10210-2100,0.24,7.5,,6,10.6
47228007,37,55.2,,44.9,36
47228003,37,55.2,90,44.9,36
B11B252401,0.27,4.7,120,100,171
3204C006,0.16,11.83,,8.24,1.8699999999999999
82CD0001UK,1.26,20.4,,29,1.9899999999999998
82C70010UK,1.85,25.15,,36.22,1.9899999999999998
PE8208G,2.87,,,,
90LM0500-B01370,8,6.6,,62,36.3
FRU54Y9414,1.41,,,,
32645,,7,,12,2.5
73P5232,1.27,18.541999999999998,,45.212,3.302
V13H010L08,0.0005759999999999999,16.8,120,100,117
WD8Y8,1.13,18.4,,3.56,18.4
XWNYK,1.76,23.8,,47.3,9.4
N46F1,6.89,39.4,,48.7,26.4
90MP0240-BKEA00,1.37,13.7,,44,3.9
MGN63B/A,1.29,21.240000000000002,,30.410000000000004,1.61
MGND3B/A,1.29,21.240000000000002,,30.410000000000004,1.61
MGN93B/A,1.29,21.240000000000002,,30.410000000000004,1.61
X5P-NA-SF-PINK,0.034,4.5,,4.85,
82GV000MUK,1.2,20,,28.8,1.9899999999999998
MTFDDAK1T9QDE-2AV16ABYY,0.07,6.9799999999999995,,10.05,0.7
STHA16000800,1.6,24,,18,12
DS720+/16TB-IW,,22.3,,10.6,16.6
DS720+/16TB-RED,,22.3,,10.6,16.6
DS720+/8TB-IW,,22.3,,10.6,16.6
DS720+/20TB-IW,,22.3,,10.6,16.6
DS720+/6TB-RED,,22.3,,10.6,16.6
DS720+/16TB-N300,,22.3,,10.6,16.6
DS720+/20TB-N300,,22.3,,10.6,16.6
DS720+/24TB-N300,,22.3,,10.6,16.6
DS720+/8TB-N300,,22.3,,10.6,16.6
DS720+/24TB-IW,,22.3,,10.6,16.6
TS-1253DU-RP-4G/144TB-EXOS,14.1,42.38,,48.22,8.870000000000001
TS-1253DU-RP-4G/120TB-GOLD,14.1,42.38,,48.22,8.870000000000001
TS-1253DU-RP-4G/48TB-EXOS,14.1,42.38,,48.22,8.870000000000001
TS-1253DU-RP-4G/192TB-EXOS,14.1,42.38,,48.22,8.870000000000001
TS-1253DU-RP-4G/72TB-EXOS,14.1,42.38,,48.22,8.870000000000001
TS-453DU-RP-4G/24TB-EXOS,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/32TB-TOSH,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/64TB-EXOS,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/16TB-TOSH,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/16TB-EXOS,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/24TB-TOSH,,50.87,,48.260000000000005,4.33
TS-453DU-RP-4G/48TB-EXOS,,50.87,,48.260000000000005,4.33
B11B242401PU,1.3,8.9,,12,14
PA03800-B401,32,43,5.59,46,31
ZD23042-D0EC00EZ,1.1,22,0.991,17.6,15.1
ZD23042-30EC00EZ,1.1,26.7,0.991,19.7,19.1
ZD23042-D0ED02EZ,1.1,22,0.991,17.6,15.1
C400V_DN,26,48.8,,62.7,39.9
ZIPRT3014647,,,,10.2,5.1
3513C008,19.8,46.4,,48,45.2
3515C013,12.3,37.6,148,40.9,27.5
DS4608-HD7U2100SGW,0.16190000000000002,16.5,,9.8,6.7
E590763,3.45,7.81,,35.97,28.369999999999997
TC26BK-11A442-A6,0.269,1.73,,7.9,15.8
38218,0.256,,,,
90YH00Z1-B2UA00,0.387,,1.5,,
VFY:B249TDXSP1EU,7.1,6.4,,54,32.6
W850H21G,1.13,,42.8,13.2,13.8
106R01393,1.32,37,37,22,13.5
T650H04E,2.69,,,,
C12C815331,,14.2,,4.2,9.5
C792X1CG,2.72,,,,
C792X1KG,2.81,,,,
C792X1MG,2.72,,,,
C792X1YG,2.72,,,,
C925H2CG,0.7,,,,
C925H2KG,0.7,,,,
C925H2MG,0.7,,,,
C925H2YG,0.7,,,,
X792X1KG,2.72,,,,
X792X1MG,2.72,,,,
X792X1YG,2.72,,,,
DS-55500,0.896,19.9,,14.9,
ARMBARTRIO2,7.5,140,65.5,33.5,28
SELP1650.AE,0.116,,2.99,,
SEL18200LE.AE,0.46,,9.71,,
9518B005,0.615,,11.3,,
5504-961,,,0.6,,
5504-971,,,0.8,,
NBWS100H,0.02,3.8,,3.8,1.9
6098B005,0.2,9.4,,9.4,7.7
1362C005,0.13,,4.55,,
1177C006,0.435,12.27,,7.87,14.319999999999999
321954,1.13,,12.6,,
TS-453DU-RP-4G/56TB-TOSH,,50.87,,48.260000000000005,4.33
DS920+/16TB-IW,,22.3,,19.9,16.6
DS920+/12TB-RED,,22.3,,19.9,16.6
DS920+/32TB-IW,,22.3,,19.9,16.6
DS920+/16TB-N300,,22.3,,19.9,16.6
DS920+/40TB-N300,,22.3,,19.9,16.6
DS920+/48TB-IW,,22.3,,19.9,16.6
DS920+/56TB-N300,,22.3,,19.9,16.6
DS920+/32TB-N300,,22.3,,19.9,16.6
DS920+/48TB-N300,,22.3,,19.9,16.6
MZ-1LB960NE,0.02,2.2,,11.02,0.38
TS-H686-D1602-8G,8.72,31.98,,22.490000000000002,23.19
TS-H886-D1622-16G,10.1,31.98,,29.29,23.19
ST18000NM004J,0.67,14.7,,10.18,2.6100000000000003
DTVP30/128GB,,2.2199999999999998,,7.790000000000001,1.21
7XB7A05923,0.5,17.4,,13.3,6.3
TS-432PXU-RP-2G,11.1,49.9,,43.9,4.4
TS-431X3-4G,3.47,21.9,,16,16.9
TS-432PXU-2G,9.53,49.9,,43.9,4.4
TS-832PXU-RP-4G,16.9,53.4,,48.2,8.9
TS-932PX-4G,4.99,22.41,,22.46,18.27
ZA2000NM1A002,0.05,10.03,,7.01,0.7
ZA3840NX1A001,0.05,10.03,,7.01,0.7
WDBAGF0020BBL-WESN,0.045700000000000005,10,,5.5,0.9
WDBAGF0020BGY-WESN,0.045700000000000005,10,,5.5,0.9
WDBAGF5000AGY-WESN,0.045700000000000005,10,,5.5,0.9
WDBAGF0010BBL-WESN,0.045700000000000005,10,,5.5,0.9
WDBAGF5000ABL-WESN,0.045700000000000005,10,,5.5,0.9
DS220J/20TB-IW,,22.55,,10,16.5
DS120J/3TB-IW,0.7,22.4,,7.1,16.6
DS720+/6TB-IW,,22.3,,10.6,16.6
DS920+/12TB-IW,,22.3,,19.9,16.6
TS-251D-4G/16TB-N300,2.58,22.6,,10.5,16.8
TS-251D-4G/20TB-RED,2.58,22.6,,10.5,16.8
TS-251D-2G/20TB-N300,2.58,22.6,,10.5,16.8
TS-251D-2G/8TB-N300,2.58,22.6,,10.5,16.8
TS-231K/6TB-IW,,21.9,,10.2,16.9
TS-230/16TB-N300,,15.63,,9.02,18.86
TS-230/20TB-N300,,15.63,,9.02,18.86
TS-230/8TB-N300,,15.63,,9.02,18.86
TS-251D-4G/16TB-RED,2.58,22.6,,10.5,16.8
TS-251D-2G/16TB-RED,2.58,22.6,,10.5,16.8
TS-251D-4G/20TB-N300,2.58,22.6,,10.5,16.8
TS-251D-4G/8TB-N300,2.58,22.6,,10.5,16.8
TS-251D-2G/16TB-N300,2.58,22.6,,10.5,16.8
TS-431KX-2G/12TB-IW,3.47,21.9,,16,16.9
TS-431X3-4G/16TB-N300,,21.9,,16,16.9
TS-431X3-4G/32TB-IW,3.47,21.9,,16,16.9
TS-431X3-4G/40TB-IW,3.47,21.9,,16,16.9
TS-431X3-4G/4TB-RED,3.47,21.9,,16,16.9
TS-431X3-4G/32TB-RED,3.47,21.9,,16,16.9
TS-431K/12TB-IW,3.47,21.9,,16,16.9
TS-431X3-4G/12TB-RED,3.47,21.9,,16,16.9
TS-431X3-4G/40TB-RED,3.47,21.9,,16,16.9
TS-431X3-4G/12TB-IW,3.47,21.9,,16,16.9
TS-431X3-4G/16TB-IW,3.47,21.9,,16,16.9
TS-453D-4G/12TB-IW,2.37,22.6,,17,16.8
TS-H886-D1622-16G/96TB-EXOS,8.5,31.98,,29.29,23.19
TS-H886-D1622-16G/48TB-TOSH,8.5,31.98,,29.29,23.19
TS-H686-D1602-8G/16TB-IW,7.27,31.98,,22.490000000000002,23.19
TS-H886-D1622-16G/72TB-EXOS,8.5,31.98,,29.29,23.19
