sku,weight (kg),depth (cm),width (cm),height (cm)
27599-989-899,,7.5,19.9,23.8
T8W15A#B19,97,76.6,144,71.8
OL2000HV-AT-G,25.9,43.8,8.8,51
14207-58,0.1,15.5,15.5,5.5
AR3814,95,,,
DN-19 09U-6/6-I-OD,41,65,65,
6B8Y2AA,0.91,8.5,30,41
DELL-C2723H,10,15.49,81.99,45.49
5775C005,0.58,12.2,12.2,18.3
HW-S800B-XU,11,29.4,123.2,37.1
KE6912T-AX,1.97,41.4,20.7,11.7
VFM-W8X4V/2,2.5,7.5,45,8.7
Q5950A,2.2,14.8,40,26.8
DA-70876,0.39,18,18.5,
FLP-W4-PD4-MD,3.04,30.3,60,10
KE6910R-AX-E,2.12,41.4,20.7,11.7
FLX-B1-M3-MN,2.25,30.5,54.3,6.7
P2V85A,0.51,4.1,28.3,11.8
5Y4A2EA#ABU,,44.9,6.9,30.5
FLP-W4-PL2-MG,3.4,30.3,60,10
FLP-B1-GT4-MX,3.27,30.3,60,10
1PV64A#B19,28.6,59.2,73.5,61.3
CB540AD,1.6,20,36.5,11
6B2R8EA#ABU,6,49.8,19.6,34.6
C9731A,2.9,16,50,26.5
PE8216G-AX-G,6.22,141.5,18.7,17.9
KE6912R-AX,1.73,41.4,20.7,11.7
DN-31124,159.3,105,85,210.3
64X69AA#ABU,7.64,19.03,61.1,43.84
FLX-B4-SP6-MG,3.05,30.5,54.3,6.7
G1W45A,42.4,67.6,74.5,71.7
FLP-B1-PD6-MD,3.04,30.3,60,10
VS482B-AT-E,2.84,54,11.6,23.3
C13S041784,4,31,22,8.5
E658992,10.8,26,61.7,47.7
90YV0II0-M0NA00,2.59,22.6,42,8.7
W2001A,1.14,15.5,48.3,19.8
HW-Q800B-XU,18,27.2,118.2,57.6
90LM02J0-B01370,9.5,28,73.5,41.5
E482347,7.75,28.5,46.3,44.8
5Y3P9EA#ABU,,44.9,6.9,30.5
GZ301ZE-LC218W,6.13,56.8,36.6,18.6
CF287XD,3.76,24.4,37.3,28.1
FLP-W1-PM2-MX,3.27,30.3,60,10
FLX-W4-AR2-MD,2.43,30.5,54.3,6.7
DN-95640,10,19.5,214,14.5
6A1U9EA#ABU,,48.3,6.9,30.5
AR3200,168.3,,,
PA32UCG-K,19.8,38.6,92.3,52.5
FLP-W4-GT4-MX,3.27,30.3,60,10
DCPJ1050DWZU1,8.6,22.8,47.7,45.7
26699-999-989,,6.05,22.5,11.2
W1A79A#B19,26.7,49.7,59.7,49
9GC15AA,1.4,7.62,41.91,18.75
CH647A,0.11,14.3,2.8,13.2
90MP0346-BKEA01,0.94,14.3,36.8,6
C31CJ27111A0,2.2,23.5,19.3,23.3
1B9T0AA#ABB,9.4,20.5,61.23,53.04
C9467A,1.09,12,32.4,6.4
Q7551XD,4.6,33.1,39.2,32.9
FLP-W1-M4-MN,2.86,30.3,60,10
SS728A,1.55,12.4,61.7,12.8
NX.AU2EK.006,2.46,45.7,6.5,28.8
W2002A,1.14,15.5,48.3,19.8
5V8C5EA#ABU,7.92,49.9,39.9,22.8
C9732A,2.9,16,50,26.5
40AAA0E0-A7H,93,73,90,125
W1490X,1.35,10.2,36.2,22.7
UE85CU7100KXXU,56.5,26,209,124.7
5249C003,69,91.3,115.2,70.5
6B268EA#ABU,3.4,23.5,49.8,13.2
C11CH71401,24.6,58.5,55.8,44
UE43CU8000KXXU,11.6,12.6,109.3,66.7
GPM03,0.57,19.3,44.5,5.6
2775-109,,15.5,15.3,4.9
C9461A,0.11,14.3,2.8,13.2
SV043A,1.46,19.2,37.2,19.4
6B1Z3EA#ABU,8.5,27.7,64.1,52.5
QE65Q80BATXXU,36.7,21.4,162.1,96.5
W2121A,1.16,14.7,39.5,16.1
S37-21000A1-V33,,24.5,27.5,13.5
DN-95643,10,19.5,214,14.5
3WT89A,3,24.7,59.5,69.3
90MB1BY0-M0EAY0,1.36,27.3,33.8,6.8
SRV36BP-9A,20.8,52.5,23.5,35.5
UE65CU7100KXXU,28.6,18.4,160.6,96.3
T8W16A#B19,123,76.6,195,71.8
5H0L7EA#ABU,,133,,
P2V71A,0.51,4.1,28.3,11.8
6T198EA#ABU,,44.9,6.9,30.5
FLX-W1-M4-MN,2.25,30.5,54.3,6.7
ST121HD20FXA2,1,30,20,6
CD8069504344600,,13.7,4.3,11.2
26699-989-999,,4.55,22.5,11.2
5777C008AA,13.2,58.8,48.89,31.37
FLX-W1-TE1-MD,2.43,30.5,54.3,6.7
6B2R9EA#ABU,8,40,28.7,49.9
5093-610-279,,5,18.5,24.9
90YV0IZ3-M0NA00,1.73,8.85,40.5,23.3
E659195,12.9,68,52.6,31.8
FLX-B1-PM2-MX,2.66,30.5,54.3,6.7
FLP-W4-AR1-MD,3.04,30.3,60,10
1C4Z7AAR,9.1,42.3,69.8,16.3
PDUH32HV19,3.21,28.58,51.44,7.62
ST-SESC1-WW,0.45,,,
C13S042083,10.6,17,17,119.8
FLP-B1-SP6-MG,3.4,30.3,60,10
AP6009A,8,,,
OL3000HV-AT-G,34.8,43.8,8.8,63
C11CA92001A2,15.5,75,52,29.5
QE75QN95BATXXU,54.5,19.6,187.2,114.4
W2000A,1.64,15.5,48.3,19.8
DN-81622,0.14,26,26,
CE342A,2.72,18.8,49.2,22.5
P2422H,7.95,,,
38355,1.89,27.4,28.5,10
DELL-E2423HN,5.29,,,
E721949,3.28,,,
W1Y44A,22,37.9,49.7,58.3
FLX-B4-PD6-MD,2.43,30.5,54.3,6.7
CE020A,0.11,14.3,2.8,13.2
E510459,7.1,41.8,63,13.6
90YV0IC3-M0NA00,3.56,22.6,42,12.6
6GW62F#B19,7.3,33.1,43.2,27.2
6S6S9EA#ABU,,48.3,6.9,30.5
CFX97,0.3,,,
F9K15A,0.51,4.1,28.3,11.8
CF411X,0.9,10.9,36.3,12.3
4099-413-279,,5,18.5,24.9
14401-16,0.08,18,20,3.5
C11CF40402A1,12.2,73.5,45.1,29.5
4093-419-299,,5,18.5,24.9
CE410XD,1.8,21.8,38.5,12.5
P2V82A,0.51,4.1,28.3,11.8
5093-610-189,0.2,20,4.7,15.7
C11CF38402A1,12.2,73.5,45.5,30
27599-999-898,,7.5,19.9,23.8
FLX-B1-PD6-MD,2.43,30.5,54.3,6.7
SP-900P,5.5,27.5,23.5,39.5
VP349CGL,12.4,22.4,98,49.8
CF472X,1.62,16.3,37.8,19.2
3058C003AA,105,91.3,146.2,96.1
C9462A,0.11,14.3,2.8,13.2
A5200WFAK-BA109T,8.2,19.7,54.4,50.1
M100-10N-BK-10,0.12,13.34,7.11,3.18
710-179S-001,0.3,11.5,23,6
21Y56AT#ABU,16.7,23.49,80.94,51.8
P1B93A,6,49.7,59.7,20.3
ADS4900WZU1,4.2,28.8,39.3,33.4
WBEXTWAR3YR-SP-04,0.11,,31.8,24.1
CS1924M-AT-E,2.56,32.5,9.8,21
25089-899-999,,17,5,20.2
L0R11A,0.28,3.5,21.5,4.7
C13S042152,11.2,117.6,17,17.6
9H.LH7LA.TPE,13.3,,,
WBEXTWAR3YR-SP-08,0.11,,31.8,24.1
C11CG93402,9.29,44,41,42
DN-19 SRV-26U-1,71,105,65,
J8J92A,29.6,74.5,79.4,61.5
32LQ630B6LA.AEK,5.9,14.2,81.2,51
SV150A,1.53,22.1,39.9,14
T0B28A,0.35,5.21,22,4.8
SRW12USDP,41.7,78.74,76.2,76.2
0YPTC,2.14,7.6,37.3,34.7
L0H25A,3,23.8,49.8,23.9
C8543X,5.64,39.6,59.5,19.8
BX806956226R,,13.7,4.3,11.2
ER6202,106,65,105,212
5099-299-2259,,5,18.5,24.9
CN630A,0.5,4.1,28.3,11.8
90LJ00J3-B01070,1.05,13.5,21,10.05
7ZU78A#B19,31.3,50,60,59.8
FLX-W4-M3-MN,2.25,30.5,54.3,6.7
C11CJ04401CA,19.9,58.5,56,44
VG249QM1A,5.9,15.2,60.5,41.6
GU603VI-N4015W,2.36,48.6,9.5,27.7
40Z29E9#ABU,12,21.6,61.28,55.1
2Z605E#B19,10.5,27.4,44.3,46.4
CS1762A-AT-E,1.63,28.3,10,17.3
C31CK03102BK,15,44,40,42.5
F9K05A,0.51,4.1,28.3,11.8
QE32LS03CBUXXU,7.8,11.9,81.5,50.7
7510-309,0.3,4.5,14.5,13.2
CS1784A-AT-E,2.56,32.5,9.8,21
CC530AD,1.8,51.8,38.5,12.5
CF289X,1.35,10.2,36.2,22.7
6GX00E#B19,12.4,37.9,49.7,40.9
6GW99E#B19,9.6,29.8,49.7,38.8
FLX-B4-PD3-MD,2.43,30.5,54.3,6.7
CF214X,2.7,19.5,49.7,33
6N6F2E9#ABU,11,22.7,61.4,54.7
J8J90A,9,30.9,60.1,62
C13S041785,4.68,49,33.5,3.5
SRW12U13G,17.2,70,65.02,40
C1Q20A,0.11,14.3,2.8,13.2
FLP-W1-TA2-MX,3.27,30.3,60,10
MFCL9670CDNZU1,43.1,66.37,58,73.4
PE8324G3-AX,9.38,186.5,22.9,17.9
W2001X,1.84,15.5,48.3,19.8
AD5-03-B-PV,25.5,32.4,69.3,94
G1MN8,2.68,7.6,39.3,34.5
C13T05H64020,0.2,16.2,5.2,14.2
5093-610-299,,5,18.5,24.9
CF310A,1.55,13,58.4,19.5
HEX11WPB-TX,2.1,,,
90YV0IC0-M0NA00,3.5,12.6,42,22.6
CM996A,0.63,11.4,17.4,5.3
5P6P8EA#ABU,,44.9,6.9,30.5
6S6R7EA#ABU,,44.9,6.9,30.5
CS1794-AT-E,2,32.5,9.8,21
CE019A,0.11,14.3,2.8,13.2
DELL-E2424HS,5.96,,,
ER6202FP1,120,210,97,44
2309-825-109,0.17,7,14.5,19
XUB2792QSU-W5,8.4,,,
FLP-W4-TA2-MX,3.27,30.3,60,10
90IG05F0-MU2A00,1.7,26.6,39,11.3
CF253XM,2.25,28.8,36.3,11.1
32LQ631C,5.9,14.2,81.2,51
141H5AA,0.09,15.9,2.53,23.5
B11B205331PU,0.01,58.6,31.6,49.6
FLX-W1-TA1-MD,2.43,30.5,54.3,6.7
P2V80A,0.51,4.1,28.3,11.8
RPW4P,5.45,39.4,48.7,26.4
27599-999-999,,7.5,19.9,23.8
CB1400CKA-EK0039,,7.3,45.5,29
CL5716IM-ATA-EE,17,71.8,66.8,13.5
FLX-B4-PL2-MG,3.05,30.5,54.3,6.7
CE506A,3.5,20,50,30
C13S050166,0,35,17,12
EBAB03,2.5,,,
CF359A,3.9,16.8,60.3,32.7
90YH037M-B2UA00,1.03,11.3,21.5,25.6
B6Y12A,1.09,12,32.4,6.4
9559-410-111-1,,4.5,17.35,20.4
5251C003,59,91.3,146.2,70.9
27599-989-989,,7.5,19.9,23.8
SRW6UG,15.9,50.55,65.53,43.94
BE27ACSBK,11.2,22.8,71.3,50.2
AR3103,81,116,75,79.5
ECW130,1.02,24.9,25.3,10.7
FLP-W1-M3-MN,2.86,30.3,60,10
6KY97AA,33,73,96,42
C11CJ63406,8.06,46,41.5,27.5
U0SL1AM,2.4,30,36.5,11
DA-70875,0.33,17,14,
229W9B#687,10.4,29.8,50.6,40.8
B11B204331BU,34.8,87.5,75,53.4
UC CAM120ULB-1,2.3,16.9,53.8,16
KA8270-AX-E,1.47,32.5,9.8,21
6593-839-409,,17.6,5.1,20.6
VG27AQA1A,6.75,47.5,68.9,16
2Y2J8EA#ABU,,48.3,6.9,30.5
CE343A,2.72,18.8,49.2,22.5
B6Y09A,1.09,12,32.4,6.4
C1Q12A,0.49,4.1,28.3,11.8
CM993A,0.63,11.4,17.4,5.3
4M749EA#ABU,11.3,18.6,62.8,63.5
DN-45003,19,44,60,33
6N6E6E9#ABU,8.37,21.1,53.94,50.7
GE337,2.07,27.7,37.9,8.5
9559-475-111,,17.25,10.4,23.6
FLX-W1-PL2-MG,3.05,30.5,54.3,6.7
C11CJ61402,8.87,50.5,41,31
9555-450-111,,6.3,17.35,20.3
W2033X,0.9,10.9,36.3,12.3
F9K16A,0.51,4.1,28.3,11.8
CE285AD,1.66,22.6,37.5,12.5
FLP-B4-PD6-MD,3.04,30.3,60,10
6B2S0EA#ABU,6,49.8,19.6,34.6
5668C005,0.44,12.2,18.3,12.2
4093-413-279,,5,18.5,24.9
E210MA-GJ325WS,2.08,42.3,6.5,24.5
C31CJ57111A0,2.7,23.5,19.5,26
KD75X85KU,44,110.7,181,187
981-001083,0.66,24.4,6.8,23.2
P2V73A,0.51,4.1,28.3,11.8
P2V69A,0.51,4.1,28.3,11.8
CE390XD,6.8,39,40,33.2
QE85Q60CAUXXU,55.3,22,207.5,123.7
C13S902006,,12.3,3.5,6.6
CF451A,1.47,16.3,37.8,19.2
CF210XD,1.6,20,36.5,11
FLP-B1-TS3-MD,3.04,30.3,60,10
FLP-B4-TA1-MD,3.04,30.3,60,10
S0841480,4.4,27.5,19.4,34.5
26699-999-889,,6.05,22.5,11.2
FLP-W4-TS3-MD,3.04,30.3,60,10
FLX-W1-TS3-MD,2.43,30.5,54.3,6.7
CF341A,1.5,24.9,36.3,8.6
CF311A,1.55,13,58.4,19.5
P2V87A,0.51,4.1,28.3,11.8
UE50CU7100KXXU,16,15,126.4,78
B5L34A,5.8,24.7,58.5,57.5
PE6208G-ATA-G,,49.9,11.6,32.4
40Z32E9#ABU,10.3,21.6,53.94,53.07
9H.F6LTC.RA8,43.7,,,
UC3021-AT,0.28,19.3,14,6.2
6599-833-499,,18.5,9.6,21.2
XUB2792HSU-W5,7.9,17,69.3,44
CF065A,3.1,29.4,48.2,26.7
MFCJ5955DWTS1,23.6,51.8,65.1,48.9
4093-410-279,,5,18.5,24.9
VM7584K1-AT,1.07,42.6,28.5,5.7
5F0H4EA#ABU,,17,49.9,29.8
FLX-B1-TS2-MD,2.43,30.5,54.3,6.7
55036455,0.18,10,10,4.5
1C6X2EA#ABU,9.02,24.5,59.5,41.4
FLX-B4-SG-MX,2.66,30.5,54.3,6.7
FLX-B4-PD4-MD,2.43,30.5,54.3,6.7
C13S050608,0,13.5,7.2,14.6
CF289Y,1.91,12.2,37.3,28.1
FLX-W4-TE1-MD,2.43,30.5,54.3,6.7
FLX-B4-TE1-MD,2.43,30.5,54.3,6.7
123N0EA#ABU,8,40,28.7,49.9
QE55S95BATXXU,27.6,16.5,146.9,83.3
PE8324G2-AX,9.37,186.5,22.9,17.9
26699-999-999,,4.55,22.5,11.2
C13S050591,0,14.8,16.4,10.7
VM8824-AT,1,42.6,28.5,5.7
6593-833-399,,18.5,9.6,21.2
242P6B#629,8.66,25.4,57,46.4
UE75CU7100KXXU,41.9,19.8,184,111.8
5093-299-2259,,5,18.5,24.9
CS1716A-AT-E,4,54,11.6,23.3
5099-299-2219,,5,18.5,24.9
5F0J5EA#ABU,4.8,17,49.9,29.8
F9K02A,0.51,4.1,28.3,11.8
90YV0IL0-M0NA00,1.95,5.4,40.5,14.2
90MB1B70-M0EAY0,1.74,11,28.5,22
CE255XD,4.58,32,39.9,31.8
50UQ75006LF.AEK,14.2,17.5,121.5,77.5
C31CJ57151A0,2.7,23.5,19.5,26
CH646A,0.11,14.3,2.8,13.2
90IG0720-MU2A00,3.72,39.6,40.1,14.1
B6Y14A,1.09,12,32.4,6.4
FLP-B1-PD4-MD,3.04,30.3,60,10
50H98AA,0.18,,,
J7Z99A#B19,35.9,59.6,65.3,57.8
CF236A#B19,45.6,78.5,81,64.4
J8J91A,23.4,74.5,79.4,61.5
64W30AA#ABU,5.75,19.64,48.84,44.95
CL3000N-ATA-EE,12.2,71.8,66.8,13.5
3661C003AB,74,90.9,149.2,68.5
5P765EA,,52,6.9,30.5
C13T596B00,0,32,6,14.5
55UQ751C,19.4,17.5,136,83.5
FLX-B4-TS3-MD,2.43,30.5,54.3,6.7
F9K04A,0.51,4.1,28.3,11.8
GU603ZM-K8006W,4.35,46.5,9,33.5
C11CJ05403CA,,48,43.6,40.5
FLP-B1-TE1-MD,3.04,30.3,60,10
CS1792-AT-E,1.37,26.5,9.5,22
141H4AT,0.09,15.9,2.53,23.5
FLX-B1-TA4-MX,2.66,30.5,54.3,6.7
CF303A,1.55,13,58.4,19.5
22A55B#629,10.4,29.8,50.6,40.8
ADS4500WZU1,3.41,32,39.1,24.3
6A1P0EA#ABU,,44.9,6.9,30.5
F9J78A,0.49,4.1,28.3,11.8
CF237Y,3.77,18.7,38,36.6
QE85QN90BATXXU,70,22.3,208.7,126.7
AR3003SP,108,107,75,96
CF254A,4.6,30.2,50.3,24.4
FLP-W4-PM1-MD,3.04,30.3,60,10
J8J89A,9,30.9,60.1,62
1626003,0.83,15,11.3,11
5LH79AA,4.1,33.3,43.2,20
FLX-W1-PD3-MD,2.43,30.5,54.3,6.7
5Y4G3EA#ABU,,44.9,6.9,30.5
GV601VI-NL016W,2.45,33.5,46.5,9
CE860A,13.6,71.9,70.3,28.1
CF068A#B19,113,76,85.6,155.3
VG32AQL1A,12.4,26,81.8,64.5
VFM-W6X4T,4.7,5.5,68,23.5
6B2V3EA#ABU,3.4,23.5,49.8,13.2
5HB07A#B19,28,57.5,115.5,40.5
FLX-W1-PM1-MD,2.43,30.5,54.3,6.7
9553-455-111,,17.25,10.4,23.6
FLX-W4-TA3-MX,2.66,30.5,54.3,6.7
90YH03IW-B3UA00,1.02,11.3,21.5,25.3
5Y4A0EA#ABU,,44.9,6.9,30.5
W2012X,1.84,15.5,48.3,19.8
B005-HUA2-K,0.55,20.04,23.01,6.5
F2G77A,2.8,29.4,48.2,26.7
XG27UQR,12,72.5,60.2,26
W1A80A,26.8,49.7,59.7,49
VZ239HE,4.2,12.5,59.7,50
P2V72A,0.51,4.1,28.3,11.8
UC CAM180UM-1,0.5,4.4,17.5,17.5
BX950MI,6.6,43,19.7,25
C11CD24301A0,7.73,64,38,22
CS1964-AT-E,4.03,54,13.1,23.3
P1B92A,2.6,19.8,49.8,28.4
VM7604-AT,0.94,42.6,28.5,5.7
38341,0.8,7,22,13
8750000983,,10,19,28.5
W2002X,1.84,15.5,48.3,19.8
CB458A,6.2,24.89,59.79,28.4
M0J98AE,0.39,5.2,22,4.8
C11CH68403,21.6,59,47.5,46.5
2775-329,,15.5,15.3,4.9
C31CJ52101,2.76,25.5,19.5,24
FLP-W4-TA3-MX,3.27,30.3,60,10
FLX-B4-AR2-MD,2.43,30.5,54.3,6.7
2A8Y5AA,7.7,86.4,13,56.9
FLX-W4-TA4-MX,2.66,30.5,54.3,6.7
BX1600MI-GR,11.3,49.5,23.5,29.7
FLX-B4-TS2-MD,2.43,30.5,54.3,6.7
W1470Y,3.77,18.7,38,36.6
27599-989-998,,7.5,19.9,23.8
90MB1BK0-M0EAY0,2.55,27.3,33.8,6.8
C13S045008,7.3,66,17,16
2399-823-109,0.19,7,14.5,19
CE505XD,2.6,22.7,34.4,22.8
SW41AB-V2,0.9,,,
169L0AAR,10.4,41.1,59.6,22.5
P2V84A,0.51,4.1,28.3,11.8
9553-430-111,,6.3,17.35,20.3
QE55Q60CAUXXU,22,14.8,139.9,84.6
C13S042150,6.2,67,17.5,17
FLX-B1-TS3-MD,2.43,30.5,54.3,6.7
NH.QFTEK.001,5.22,54.6,10.4,36.6
M0J94AE,0.35,5.2,22,4.8
C31CE94PAR112,2.84,23.5,19.5,28
FLX-W4-TA2-MX,2.66,30.5,54.3,6.7
C33S045733,10.7,31.5,32.1,25.5
SMT750I,14.2,49.9,27.8,30.1
5F0M3EA#ABU,4.8,17,49.9,29.8
SMT1000I,22.8,59.5,32.8,37.6
FLP-W1-TA4-MX,3.27,30.3,60,10
064AUSB--CC5,0.3,,,
43UR91006LA.AEK,15.2,17.2,105.5,66
BX2200MI,13.3,49.5,23.5,29.7
FLP-W1-TS3-MD,3.04,30.3,60,10
CM995A,0.63,11.4,17.4,5.3
CS17916-AT-E,5.68,49.9,13.3,32.4
G614JV-N3106W,4.93,33.5,10.6,42
LH55BEAHLGKXXU,19.5,15.8,138.6,84.3
C11CJ81402A0,8.31,59,32.5,35
AD12YDC-L-01-A-PVC,32,69,85,37
90YV0IZ0-M0NA00,1.73,22.6,42,8.7
SRT192RMBPM,105,100,60,42
B11B261401BY,4.57,36.5,25,29
W2013X,1.84,15.5,48.3,19.8
FLP-W1-A62-MX,3.27,30.3,60,10
6B2S2EA#ABU,6,49.8,19.6,34.6
M515DA-EJ776T,3.16,6.5,48.1,28.8
CF372AM,2.7,32.7,38.5,12.5
VP299CL,9.02,78,51.5,20.5
D9L20A,18.7,39.3,58.3,61.2
DELL-UP3218KA,18.5,,,
W2030X,0.95,12.1,36.3,12.3
B013-HU-4K,0.88,17.6,24,8
FS-W4-TS2-MD,14,32,114,15
CD8069504343701,,13.7,4.3,11.2
DN-81301,0.08,11.7,9.3,
90YV0IJ1-M0NA00,2.13,8.7,42,22.6
ER8220,116,85,125,212
CB435AD,1.66,22.6,37.5,12.5
FLP-W1-PM1-MD,3.04,30.3,60,10
Q7553XD,2.6,24.4,39,19.6
EBAB02,2.1,,,
FLX-B4-TA3-MX,2.66,30.5,54.3,6.7
90YE00S3-B0NA00,3.07,20,31,10.8
PA329CV,17.6,28,84,51.6
FLP-B4-TA3-MX,3.27,30.3,60,10
5P6E7EA#ABU,,48.3,6.9,30.5
CN629A,0.5,4.1,28.3,11.8
90LM0530-B03370,7.4,22.1,66.4,41.5
50QNED816RE.AEK,20.2,17.2,121.5,81
5823C005,0.41,12.2,18.3,12.2
UE85CU8000KXXU,56.3,22,207.5,123.7
B6Y13A,1.09,12,32.4,6.4
P2421,7.3,,,
9553-450-111,,6.3,17.35,20.3
SMC1000I-2U,22.3,58.4,54.6,24.1
U2421E,8.6,13.99,72.31,42.7
3G828AT#ABU,7.2,19.5,53.84,48.93
55036456,0.18,10,10,4.5
FLX-B4-TA1-MD,2.43,30.5,54.3,6.7
FLP-B1-TA2-MX,3.4,30.3,60,10
229W7B#687,10.4,29.8,50.6,40.8
CE264X,1.84,16.4,39,21.4
9CC70ET,,48.3,6.9,30.5
6YXV9,0.74,41,35,7
9559-450-111,,4.5,17.35,20.4
FLP-W1-PD5-MD,3.04,30.3,60,10
C31CJ57112A0,2.7,23.5,19.5,26
DN-19-07U-S-PD,13.2,45,59,
UE70CU7100KXXU,34,19,174.6,103.5
C31CJ27112A0,2.3,24.5,20,25
CF313A,1.55,13,58.4,19.5
90YV0IB1-M0NA00,2.99,26.6,42.59,9.9
CF453A,1.47,16.3,37.8,19.2
1626004,0.83,15,11.3,11
SMT1500I,27.2,59.5,32.8,37.6
DN-95344,1.6,3.9,11.5,
5099-299-2119,,5,18.5,24.9
6S6F1EA#ABU,,52,6.9,34.5
D9L63A#A81,11.4,30,56.7,48.7
P2V83A,0.51,4.1,28.3,11.8
MFCJ1010DWZU1,9.7,24.9,47.7,45.7
90LM05Q3-B01370,13.3,53.8,68.8,25.6
B3M78A,4.72,29.6,48.4,27.1
HL1210WZU1,5.5,30.3,41.5,32.4
90MB1CJ0-M0EAY0,1.68,27.3,33.8,6.8
FLP-B1-TS2-MD,3.04,30.3,60,10
V11HA74040,5.96,38,41,18
90LM0520-B01170,17.2,28.2,93,65.9
1626000,0.83,15,11.3,11
DELL-U2723QE,9.53,,,
MB165B,1.65,43.5,29.7,5.7
5U5X1EA#ABU,7.92,49.9,39.9,22.8
985-001082,0.22,13.75,9.65,6.05
C13S050606,0,13.4,7,14.7
DELL-P2423,7.71,,,
C11CJ41405,23.7,59.5,56,44
5P6P6EA#ABU,,44.9,6.9,30.5
FLP-B1-M4-MN,2.86,30.3,60,10
6593-833-499,,18.5,9.6,21.2
1FH48AT,9.3,21.4,53.88,51.37
CE320AD,1.6,20,36.5,11
CF365A,3.9,16.8,60.3,32.7
3PZ55A#B19,14.7,39.8,49.7,49
CS1732B-AT-E,1.34,28.3,6.2,17.3
F9K03A,0.51,4.1,28.3,11.8
4093-413-299,,5,18.5,24.9
6F1C2EA#ABU,,44.9,6.9,30.5
B11B198031,5.64,57.4,37,18.8
CZ992A#BHC,4.8,13.2,51.7,24.2
90YV0HL0-M0NA00,1.17,21.7,36.4,6.6
6A221EA#ABU,,44.9,6.9,30.5
CF312A,1.55,13,58.4,19.5
C11CJ81401A0,8.28,59,32.5,35
CP6DF,0.39,16.8,40.9,5.3
W5U23A,0.4,12.1,19.3,4.6
CB401A,2.2,14.8,40,26.8
6B2D5EA#ABU,12.7,24,66,46.2
C31CJ57152A0,2.7,23.5,19.5,26
F9J68A,0.49,4.1,28.3,11.8
DA11USB,0.3,,,
PE0216SG-AT-G,2.08,73,18.7,16.6
KE6910T-AX-E,2.37,41.4,20.7,11.7
VG27VQM,8.2,44.8,68.2,20.9
90YH02X3-B2UA00,0.72,11.4,20.8,24
2393-829-109,0.17,7,14.5,19
UX482EGR-HY368W,3.49,48.1,12.3,28.5
9559-455-111,,17.25,10.4,23.6
1FH51AT,,21.4,61,38.4
6Q8C4ES#ABU,,48.3,6.9,30.5
13456,1.88,,,
G1W44A,30.4,63.5,72.7,68.6
FLX-B1-SP6-MG,3.05,30.5,54.3,6.7
90YV0HH0-M0NA00,0.9,20,30.3,5.5
FLP-W1-AR2-MD,3.04,30.3,60,10
C13S041848,5.85,113.7,12.7,12.5
C11CJ07403,10.7,47.5,43.3,31.5
CD8069504213901,0.2,13.7,4.3,11.2
9VH85AT#ABU,8.7,20.7,53.94,49.49
PDS5000FZ1,12.3,43.9,73,38.6
2Z605E,10.5,27.4,44.3,46.4
5HB08A#B19,38,57.5,115.5,47.5
SU281A,1,13.7,37.5,11.2
QE55Q80BATXXU,27,17.8,145.9,84.5
VK304-AT,0.98,20.8,17.5,9
2389-820-109,0.17,7,14.5,19
BX2200MI-GR,13.3,49.5,23.5,29.7
CB436AD,1.66,22.6,37.5,12.5
90YV0IB2-M0NA00,2.71,12.6,42.4,24.5
90YE00A2-B0NA00,3.12,,,
SPC51001BC-1,3.25,35.8,31.7,10.3
90LM06B0-B01B70,4.14,13.2,55.2,42
E384627,0.13,,,
FLX-W1-AR1-MD,2.43,30.5,54.3,6.7
UE50CU8000KXXU,15.9,13.1,124.6,76.1
C33S045732,11.8,15.5,15.5,21.5
5099-610-299,,5,18.5,24.9
90SF01A1-M00070,44,,,
CN634A,0.5,4.1,28.3,11.8
CS1822-AT-E,1.83,28.3,10,17.3
SV031A,2.26,19.2,37.2,19.4
FLX-W1-PD4-MD,2.43,30.5,54.3,6.7
1VD87A#B19,126,77,195.5,71
AR3003,75,99.5,75,79.5
PHD20-2260-01,0.25,8.6,17,4
DS620Z1,0.98,23.2,35.2,6
38217,0.97,7.5,24.5,18.5
CN635A,0.5,4.1,28.3,11.8
CN8000A-AT-E,1.23,28.3,10,17.3
FLP-W4-TE1-MD,3.04,30.3,60,10
FLX-W1-TA2-MX,2.66,30.5,54.3,6.7
UC CAM120UL-1,0.31,7.05,4.7,9.1
CF325X,5.64,39.6,59.5,19.8
5P6P9EA#ABU,,44.9,6.9,30.5
CE249A,4,49.5,59.5,23.2
Q5953-67901,2.2,14.8,40,26.8
FLX-W4-AR1-MD,2.43,30.5,54.3,6.7
DS-55512,0.95,18.5,24.5,7.5
OLED42C34LA.AEK,12.7,15.2,106,66
FLX-B1-A62-MX,2.66,30.5,54.3,6.7
3056C003AA,105,91.3,146.2,96.1
100-99190000-60,0.2,13.2,11,4
UE75CU8000KXXU,42.3,19,183.4,111
SRW12U,20,71.37,52.32,67.06
C13T754240,0,18.8,2.8,11.5
GXD1A39963,0.79,21,23.2,7
5HB09A#B19,37.4,57.5,115.5,47.5
FLX-W4-PM2-MX,2.66,30.5,54.3,6.7
FLX-B4-GT4-MX,2.66,30.5,54.3,6.7
3WT88A,2.5,24.6,54.3,17.4
2Z605F#B19,10.5,27.4,44.3,46.4
CM997A,1.09,12,32.4,6.4
SHINE 500 PRO,1.85,49.2,17.5,21.7
90RC00I2-M0UAY0,3.27,21,42.6,13
