sku,weight (kg),depth (cm),width (cm),height (cm)
DK-24338U100BK-BBB,7.54,35,35,
UC100KMA-AT,0.08,,,
4R177AA#ABU,0.63,15.6,2.9,45.9
87300-05,0.02,,,
NP730QED-KA3UK,1.16,20.2,30.44,1.29
VM732,0.5,,,
6FUTP-005G,0.03,,,
CS22HF-AT,0.26,8.24,6.65,2.52
72K20C0,1.17,17.7,49.8,18.6
02-SSC-6817,,13.5,3.5,19
006R04587,1.05,,,
CUBI 5 12M I7 1255U BB,0.55,12.4,12.4,5.37
STKB1000400,0.15,11.48,7.8,1.17
LVN149024,0.07,,,
Q5949X,1,39,12.2,19.6
LVN6040SOUT,0.18,,,
006R03262,0.55,,,
AK-440100-018-S,0.21,3.5,13,7
UACC-CABLE-PT-50M,6.14,,,
UH37 DUAL TEAMS,0.14,,,
C4191A,0.94,14.91,42.19,15.7
MDP2HDEC,0.02,38.7,26.5,1.5
TC3-PK+PK3MCABLES,1,20,20,9
DN-19 ORG-3U,0.65,13.5,49,
40571,,,1.3,
ED495AA#ABB,0.39,11.5,21.5,6.5
KF432C16BB/16,0.04,11.34,0.71,3.4
6ASFTP-03R,0.12,,,
JCD543P-EN,0.89,35.8,8.93,6.35
MM0A3ZM/A,0.03,,,
6UTP-10BL,0.4,,,
CF331A,1.84,16.4,39,21.4
CF402X,0.53,9.6,36.3,11.1
CDP2VGAEC,0.03,39,3.8,1.6
9S7-16R821-294,1.86,8.9,47.7,32.8
6UTP-005G,0.04,,,
KF560C36BBEAK2-16,0.09,13.34,0.71,4.22
C7115A,0.75,34.4,12.2,19.6
106R02258,0.31,,,
006R03216,2.31,45.8,27.5,16.7
LVO231815UNI,0.04,8,15,15
ST4000NM025B,0.62,14.7,10.18,2.61
0T2HS0EU,,28,10,8.5
STKG2000402,0.14,14.7,10.45,3.25
CN31,0.65,39,9,36
KF560C40BBA-16,0.05,13.34,0.71,4.22
U444-006-H,0.1,,,
HUBBIES06B,0.04,2.34,8.75,1.65
21E60050UK,1.7,24,36.5,1.89
DB-340201-010-S,0.1,22.5,8,3
CF381A,0.72,10.9,38.5,12.5
KF556C40BBAK4-128,,0.71,13.33,4.22
JUA365-N,0.08,1.5,6.8,6.1
P21438-421,,48.05,19.5,44
62397,0.84,3.1,13.2,57.6
MAPCUS12,,7,6,3
V-6FUTP-003R,0.02,,,
F6T81AE,0.18,2.8,21.5,6.2
OJ0-XXXXXX1-000,0.3,8.6,43.2,2.5
120B-USBC-MULTIPORT,0.17,14.2,17.5,3
870730-0010,,2.24,1.73,3.05
SU128A,0.8,18.1,38.7,7.9
AK-610201-100-E,0.82,23,32,
UACC-CABLE-PATCH-OUTDOOR-3M-W,0.13,,,
MB-MD128SA/EU,0.03,0.1,1.5,1.1
FO-STSTOS2D-0005,0.01,,,
KF432C16BWAK2/32,0.11,13.33,0.81,4.58
72-2653,,2.7,8.6,8.6
AP.06501.006,0.23,10.8,4.6,2.9
01541-001,4.3,,,
5KGMM,11.7,45.38,17.5,36
AX4U360032G18I-DTBKD35G,0.11,17,14.1,1.22
5YZ56AA,0.11,,,
STFR5000800,0.4,2.6,8.6,13.51
SU118A,,38.7,18.1,7.9
71B2HM0,0.24,10.2,14.1,7.2
KF560C40BW-32,0.05,1.4,5.72,17.15
CAT6-BLK-2M,0.1,,,
C8552A,1,56,13,18.5
6ASFTP-005O,0.03,,,
006R04617,0.36,18.5,12,9.5
HTGA-GRAY-EU,0.01,2,3.8,0.86
V-6FUTP-003Y,0.02,,,
DN-95426,0.1,4.5,4.5,48.26
LVN147124,0.06,,,
KF556C40BBA-8,0.05,13.34,0.71,4.22
KF436C17BB2AK4/32,0.16,13.34,0.71,4.11
CT51264BF160B,,,6.76,3
CN057AE,0.03,12.6,9.4,2.4
CC364X,3.33,7.6,15.4,12.9
PWS-609P-1R2,,,7.62,
LVO231377,0.02,6,18,20
6AUTP-02R,0.09,,,
AK-300321-002-S,0.01,19.6,9,
N6LPATCH3MBL,0.12,,,
KVR56S46BS6-8,,,6.96,3
AK-300202-018-S,0.05,1.5,11.5,
20VE00RPUK,1.7,23.5,35.7,1.89
006R03326,0.36,,,
CC533A,0.72,10.9,38.5,12.5
USBC2HD4,0.17,10.1,8,1.6
USBAB3ML,0.09,,,
W2032A,0.6,10.2,36.3,12.3
D91NF,1.39,21.2,32.14,
NHT9X,1.39,21.2,32.14,
KF572C38RWAK2-32,0.17,1.73,12.22,17.15
ST3000VN006,0.49,14.7,10.18,2.02
DN-170063,4.5,35,14.2,21.3
CT30FAWH,,,5,5
6UTP-03BL,0.13,,,
4XB1D04756,0.1,14.4,17.7,5.3
74C2HCE,0.45,16,19,7.5
QM2-2P10G1TB,,6.89,15.27,1.89
6UTP-003O,0.03,,,
DN-97683,3,62.5,45.5,5
LVT551120,0.25,21,1.6,0.2
6FUTP-015W,0.07,,,
5UTP-003GR,0.03,,,
74C2HYE,0.45,16,19,7.5
DP14VMM3M,0.24,,,
WD201KFGX,0.69,14.7,10.16,2.61
KF436C18BB2A/16,0.04,13.34,0.71,4.11
ES-BC-15-20,0.27,5,40,28
5UTP-02BL,0.09,,,
2L-5302P,0.24,,,
2858A001,0.04,,,
JU-DV0112-S1,0.07,,,
SU759A,1.11,20.2,35.7,9
6AUTP-30W,1.12,,,
006R03467,1.04,,,
1T02R9BNL1,,32,12,11
41039,0.05,,,
1VU28AE,0.11,4.7,4.7,15
MDP2DVIMM6B,0.1,180,4,1.5
MT16TWH,,,1.6,1.6
AK-610517-000-I,0.02,9.5,10,2
V-6UTP-02R,0.06,,,
LVN607,5SOUT,0.1,,,
AP6-PRO,0.4,19,12.5,3.2
106R03896,0.28,20.5,10,9.5
N6LPATCH10MBK,0.37,,,
DN-10130-1,0.15,14,20,3.5
KF436C18BB2AK4/64,0.16,13.34,0.71,4.11
6S6F1EA#ABD,2.08,52,6.9,34.5
KF436C18BB2AK2/32,0.08,13.34,0.71,4.11
V-6FUTP-02O,0.07,,,
41894,,2.3,2.46,0.63
U6-MESH-EU,0.13,1.4,12.19,17.15
41884,,0.25,1.49,0.69
106R02257,0.31,,,
D8J09A,0.2,2.87,24.17,7.16
KVR56U46BD8-32,,,13.33,3.12
4X70M09263,0.02,13.33,3.08,0.4
L-T490-UK-T001,,22.7,32.9,1.79
KF560C40BBAK2-64,0.13,1.4,12.19,17.15
ST6000NT001,0.72,14.7,10.18,2.61
ST8000VN002,0.63,14.7,10.18,2.61
JL372A,2.2,39.6,10.9,4.3
DK-39242-U,0.06,118,73,
3YJ-00003,0.42,11.26,42.09,1.93
DK-1743-VH-D-5,57,55,55,
R2ACR-1M-USB-CABLE,0.03,,,
C13T05954010,0.06,11.6,24.6,14.5
39377,0.33,7,13,1.7
5G2A2CPDB-USB-C-HUB,0.04,4.2,7.5,1.4
V-6FUTP-15G,0.42,,,
DN-81322,0.18,26,26,3
USB31CUB50CM,0.03,,,
38327,0.05,,,
KPM51RUG480G,0.13,10.05,6.98,1.5
KF556R36RBK8-256,0.19,16.76,10.41,3.56
FO-LCLCOM3D-005,0,0.17,0.17,0.01
21H1003FUK,1.4,21.7,32.54,1.98
RS822RP+,8,51.86,48,4.4
41232,0.01,,,
KSM26RS4/32MFR,,,13.33,1.88
USBLT2MW,0.07,,,
NLBL-1M-CAT6A-PATCH,0.05,19,22,1
AK-340103-010-S,0.06,1.5,15,
DP1.2-010,0.85,,,
6UTP-10R,0.4,,,
6AUTP-0075O,0.05,,,
006R03465,1.04,,,
JCE133G-N,0.03,1.45,6.8,2.3
6UTP-25W,0.93,,,
HDMM21V3M,0.15,,,
CS22D-AT,0.34,9.66,9.95,3.01
WDS100T3G0C,0.01,8,2.2,0.24
UACC-CABLE-PATCH-OUTDOOR-1M-BK,0.06,,,
CF-LND80S-FD,0.39,7.7,13.8,2.8
N140BGE-L33,0.25,0.36,32.04,20.51
KF552C36BBE-8,0.04,13.34,0.66,3.48
006R04636,0.68,18.5,12,9.5
6ASFTP-003B,0.03,,,
6FUTP-15Y,0.52,,,
HDTP340EK3CA,0.22,10.9,7.8,1.95
JU-VG0511-S1,0.06,8.69,5.28,1.98
W5D55AA#ABU,0.37,5,12.7,2.9
HDMI2.0V-0005,0.04,,,
FO-LCSCOM5D-0015,0.02,,,
DB-510110-018-S,0.04,23,5.5,1
2L-7D02H-1,0.13,,,
CN051AE,0.07,12.6,11.4,2.5
4X20S56721,0.6,8.7,16.9,2.54
7Z71A050EA,,77.3,44,4.3
CDP2HDMM1MB,0.08,100,2.2,1.4
R2CCR-30C-USB-CABLE,0.01,,,
3JA29AE,0.06,2.5,11.4,12.6
P54654-421,4.23,24.5,24.5,11.89
KF436C17BBK4/32,0.14,11.34,0.71,3.4
KF432C16BB2AK2/32,0.08,13.34,0.71,4.11
3JA23AE,0.04,2.5,11.4,12.6
6AUTP-07Y,0.28,,,
MAPCUS42-BK,0.19,18,6,5
6ASFTP-07GR,0.25,,,
V-6UTP-01BL,0.04,,,
TL-WPA8631P,,4.2,7.5,15.2
UE300C,0.02,2.6,7.1,1.62
C8061X,1.6,15.6,35.3,24.7
X1500EA-EJ2737W,3.16,48.1,6.5,28.8
6UTP-02BL,0.09,,,
01YN134,0.61,30.2,39.5,9.4
KSM52E42BD8KM-32HA,,,13.33,3.12
Q2613A,0.73,33.3,14.2,19.8
V-6FUTP-07GR,0.2,,,
AUSDX64GUI3V30SHA2-RA1,0,1.5,1.1,0.1
L40893-001,0.44,5,13,3
AK-300110-010-S,0.03,0.8,9.2,1
H6Y89ET#ABB,0.28,2.8,4.7,10.6
2Y2J8EA,1.28,48.3,6.9,30.5
L43407-001,0.21,,,
E1504GA-L1248W,1.63,23.25,36.03,1.79
CF412X,0.9,10.9,36.3,12.3
74C2HK0,0.59,16,19,10
KCP426NS6/8,,,13.33,3.12
AOC-SGP-I2,,,3.9,2.72
STLC16000400,1.49,7.8,23.3,22.2
KF440C19RBAK2/16,,0.83,13.33,4.22
CTIE1-1RD,,,0.25,
AK-610106-020-E,0.12,1.25,14,
STLR5000400,14.1,4.72,1.79,7.2
SU234A,,38.7,18.1,7.9
GSW-75,,10,30,1.7
6AUTP-03BL,0.13,,,
KVR52S42BD8K2-64,,,2.74,1.18
CF333A,1.84,16.4,39,21.4
429-S30BM,,,15,
Z9H48AA#ABB,,44.06,14.45,1.89
USBA-BLUETOOTH-V5-C2,0,1.9,1.4,0.63
FRU00HM626,0.35,,,
CB319EE,0.03,2.4,10.7,11.5
KF556C36BBEA-8,0.05,13.34,0.71,4.22
6ASFTP-005G,0.03,,,
KF548R36RB-16,0.02,0.38,13.33,3.12
KVR26S19S6/8,,,6.96,3
NLWH-50C-CAT6A-PATCH,0.03,,,
72-3392,,,48.26,4.35
006R04603,0.17,,,
952-000047,0.48,18.5,5.1,18.5
ST4000NM024B,0.62,14.7,10.18,2.61
6FUTP-005O,0.03,,,
6FUTP-003W,0.03,,,
WIC100L.CE7,0.02,,,
B5402CBA-KII5X,1.25,22.31,32.34,
DP2VGA3X5,0.03,23.5,3.7,1.4
AOC-ATGC-I2TM-O,,11.5,7.6,
KF552C40BBAK4-64,0.26,2.54,12.19,17.15
FO-LCSTOM2D-0005,0.02,,,
KF552C36BBEAK2-16,0.09,13.34,0.71,4.22
KVR48U40BS8-16,,,13.33,3.12
KF426S16IB/32,0.01,6.96,0.38,3
KF437C19BB1K2/32,0.07,11.34,0.71,3.4
73561,0.9,4.5,48.26,4.5
H6Y89AA#ABB,0.28,2.8,4.7,10.6
X2GC2,0.17,,,
HDDVIMF8IN,0.05,20.32,,
41366,0.01,2.34,2.8,1.99
5G3AGBB-USB-A-HUB,0.08,42,5,1.5
MLT-D111L,0.31,10.8,34.6,15.5
CN045AE,0.13,12.6,11.9,3.6
BVX2200LI,13.2,49.5,23.5,29.7
MSTMDP122DP,0.14,17.9,14.2,2.7
STKL2000418,0.27,3.9,13.75,18.65
V-6UTP-03Y,0.08,,,
SDPHF1A-022T-MBAAD,1.32,21,13.3,4.1
204226,0,12,15,5
HDMM2MLP,0.07,,,
006R04606,0.23,,,
42344,0.43,8.22,9.7,2.5
ST18000NT001,0.67,14.7,10.18,2.61
HDDVIMM10M,1.27,33,25.5,1
GBM3X6,0.15,14.11,7.43,1.01
MLT-D116S,0.5,,,
KF432C16BB1K2/32,0.07,11.34,0.71,3.4
MDP2DVIMM10B,0.14,300,3.8,1.5
J9579A,1,,,
ST12000NM000J,0.65,14.7,10.18,2.61
1T02PAANL0,,,12,11
6AUTP-05GR,0.2,,,
KF552C40BWA-32,0.05,13.34,0.71,4.22
KSM26RD4/64HCR,,,13.33,3.12
3VC9Y,0.3,,,
6UTP-10B,0.4,,,
GVSBTH4,112,82,56,18
AX4U32008G16A-DTBKD35G,0.1,17,14.1,1.22
KF556C36BBEAK2-16,0.09,13.34,0.71,4.22
90YE00S0-B0NA00,3.35,20,31,10.8
CF294X,0.33,10.8,35.8,13.5
LVO231494,0.06,,,
STKY1000400,0.27,2.09,8,11.53
DP2HD4K60S,0.02,21.5,19.5,1
811347-001,0.4,,,
AK-610201-020-E,0.23,0.5,17,
HD2DPMM2M,0.13,20,22.7,2
DN-3024,0.09,14,8.5,1.7
X950X2CG,0.6,,,
2L-5303P,0.34,,,
0X560H2YG,1.45,,,
LVT551515,1.8,,,
LVO231380,0.11,8,25,30
B1402CBA-EBI5X,1.49,21.45,32.69,1.99
006R03466,1.2,,,
JW015A,0.75,20,20,3.2
82TT00GUUK,1.7,23.6,35.9,1.99
KF426C16BB2AK4/64,0.16,13.34,0.71,4.11
CF-LND1224A,0.39,7.5,13.5,2.5
5UTP-005O,0.03,,,
E1504GA-NJ084W,1.63,23.25,36.03,1.79
THINTOS15,0.03,,,
KF560C40BWAK2-64,0.13,1.4,12.19,17.15
5UTP-01GR,0.05,,,
CB318EE,0.03,2.4,10.7,11.5
CDP2DP2MBD,0.08,203.8,22,1.2
5SC1000IRBS,15.4,43.8,50.9,4.32
NJY3W,1.54,21.94,32.22,
006R04678,0.29,18.5,12,9.5
AK-330114-050-S,,16,16,4
AK-330150-100-S,0.57,19,20,4
DN-93617,0.02,,,
KF568C36RSA-16,0.06,13.33,4.4,0.77
5D10V82342,0.3,,,
MDP2DPDVHD,0.05,24,4.5,1.5
5UTP-15Y,0.55,,,
DK-24338U075BK-BBB,6.42,35,35,
C2-H46-UAC-CBL-KVM,0.5,16,21,6
DA-10190,0.59,17,22,3.5
4XC7A08264,,11.5,7.6,
106R04079,0.59,47,7.5,7
KSM48E40BD8KM-32HM,,,13.33,3.12
DKT31CHDVCM,0.28,14.5,13.3,3.7
WD22PURZ,0.45,14.7,10.16,2.61
9559-435-111,0.08,17.25,10.4,23.6
SS593A,2.08,15.7,61.7,12.8
KF426C16BB/16,0.04,11.34,0.71,3.4
306-7ZP2A18-CE0,,14,15,8.6
LVT-CABLEMOUNT-50B,0.17,,1.2,
FRU45N0258,0.24,10.5,4.4,2.85
KVR52U42BD8K2-64,,,13.33,3.12
FZ-55FZ0QFB4,2.08,3.28,34.5,27.2
K33475WW,0.2,6,2.5,1.5
14202-11,0.12,,,
72-3660,,,2.5,5
6UTP-02W,0.09,,,
KF560C40BW-16,0.04,13.34,0.66,3.48
R2ACC-1M-USB-CABLE,0.04,,,
5UTP-01G,0.05,,,
6AUTP-002G,0.02,,,
DA-10180,0.31,15.5,10.2,4.7
DN-97684,4.51,82,45.5,
ST4000VX016,0.49,14.7,10.18,2.02
AK-340419-002-S,0.05,12,12,
HDMIS343,,5.52,4.08,
W2213A,0.53,9.6,36.3,11.1
UT1050EIG,6.9,30.7,9.5,22
FO-LCLCOM3D-020,0,0.17,0.17,0.01
UX425EA-KI838X,1.17,20.8,31.9,1.39
2L-7D01H,0.08,,,
KF432S20IBK2/64,0.02,6.96,0.38,3
CE262A,1.84,16.4,39,21.4
KF560R32RBK8-128,0.19,16.76,10.41,3.56
KF560C36BBEK2-16,0.08,13.34,0.66,3.48
V-6FUTP-05GR,0.15,,,
STLX2000401,0.27,18.65,13.75,3.9
AK-320504-000-S,0.05,8,6,
KF442C19RB2K2/16,0.11,0.83,13.33,4.2
DKT30CHSDPD1,0.1,3.4,35.2,1.4
AR8425A,0.64,,44.5,4.4
WDBFTM0050BBL-WESN,0.23,11,8.16,2.1
1T02K90NL0,,60,16,22
KF556C36BWEK2-32,0.1,1.4,9.53,17.15
DK-1743-A-VH-D-5,71,50,53,
CN9950,1.25,32.5,9.8,21
CE505A,0.85,10.9,34.4,20.5
CN050AE,0.07,12.6,11.4,2.5
KF432C16RB2K2/16,0.11,0.83,13.33,4.2
S78-440P130-P83,,10.02,6.98,0.7
KSM26SES8/16MF,,0.37,6.96,3
MAPCUS41,0.09,18,6,6
SDSSDE30-2T00-G26,0.04,0.99,4.69,9.69
CZ134A,0.18,4.5,11.48,10.01
IT25WH,,,2.5,2.5
B506I-HOOK-LOOP-TIES,0.08,,1.2,1.5
807956-001,0.17,,,
6UTP-015BL,0.07,,,
6UTP-0025Y,0.03,,,
6UTP-20Y,0.77,,,
9SX3000,,41.2,21.4,34.6
TC 15MUSB+/2,0.5,17,18,7
TC3-PK+PK10MCABLES,2.2,20,20,9
CD973AE,0.03,2.4,10.7,11.5
B3P23A,0.25,12.9,20.2,4
F3W43ET,0.01,2.4,5.03,1.28
IEC8HC20,,7.5,52,13.2
CF380X,0.72,10.9,38.5,12.5
DN-97666,0.61,10,51,6
CT16G4SFD824A,,,6.96,3
Q6000A,0.7,9.2,41,10.9
DA-70836,0.1,14,11.5,3.76
499250-001,1.36,8.63,3.81,19.05
KF432C16RB2AK2/16,0.11,13.32,0.81,4.29
TL-WA1201,,14.55,22.5,3.7
CN684EE,0.04,2.3,10.6,11.5
6UTP-15O,0.59,,,
6ASFTP-0075GR,0.04,,,
4X20V24678,0.2,5.1,8.8,2.2
VCL-002-C-20CM,0.01,1.5,27,0.7
DN-81626,0.2,26,26,3
UACC-CABLE-PATCH-OUTDOOR-5M-BK,0.2,,,
CT102464BF160B,,,6.76,3
5UTP-15W,0.55,,,
DS-72211-5CH,23.4,81,70.5,
52-1026,,36.3,54,29.8
V-6FUTP-20R,0.54,,,
KF560C40BWAK4-64,0.26,2.54,12.19,17.15
MAPCUS28,0.06,18,6,3
CF280A,0.85,10.9,34,20.5
4X20S56701,0.44,15,7.7,2.2
R2CCR-2M-USB-CABLE,0.05,,,
AK-440100-025-S,0.28,4,15,
V-6FUTP-015Y,0.06,,,
106R01621,1.42,,,
82W60006UK,1.45,21.62,32.44,1.69
FO-LCSCOM5D-010,0.08,,,
6AUTP-07W,0.28,,,
MAPCUS26,0.18,18,9,6
CAT6-BLK-1M,0.02,,,
2UN30AA#ABF,0.49,14.75,45,2.53
CF412A,0.86,10.2,36.3,12.3
LVO231405,0.01,,,
78C2XC0,0.26,10.2,14.1,7.2
47590,,2.8,1.1,0.6
CE390A,2.47,19.3,39.1,30
02-SSC-6861,,13.5,3.5,19
6AUTP-02B,0.09,,,
CS22H,0.34,8.34,8.42,3.04
W2210A,0.53,9.6,36.3,11.1
5UTP-25W,0.88,,,
TC-USBCSER/BL,0.06,,17,22
CBMWD5050,0.99,5,5,200
6UTP-0025O,0.03,,,
6UTP-05W,0.21,,,
82M8000BUK,1.42,22.1,32.4,1.66
V-6UTP-07W,0.16,,,
6FUTP-02R,0.09,,,
KF446C19RB2AK2/16,0.11,13.32,0.81,4.29
4X71K08907,0.03,5.8,15.7,1.7
KF552C40BWA-16,0.05,13.34,0.71,4.22
SU810A,,34.6,15.5,10.8
TOF-2400-8V-4,0.6,55,2.5,2.5
KF432S20IB/32,0.01,6.96,0.38,3
STKL5000400,0.35,3.75,10.6,14.9
5D10S68976,0.3,,,
CF382A,0.72,10.9,38.5,12.5
V-6FUTP-003B,0.02,,,
MXTMMHQ2M,0.28,,,
72-3690,,,2.5,5
S78-440E350-P83,,10.02,6.98,0.7
5Q7J2EA#ABU,1.54,44.9,6.9,30.5
006R04727,0.99,31.5,14,12.5
5UTP-05W,0.2,,,
844203-850,0.26,,,
CDP2DPEC,0.03,39,3.8,1.5
21JG0008UK,1.5,21.6,32,1.69
2377A001,0.02,,,
HDMM21V5M,0.42,,,
6FUTP-15BL,0.52,,,
6UTP-05Y,0.21,,,
AK-300101-010-S,0.03,1,9.2,
9S7-16R821-049,0,8.9,47.7,32.8
006R03263,0.55,,,
C13T05A300,0.38,27.7,14.3,4
AX4U320032G16A-DTBKD35,,13.33,3.4,0.59
MFCL5710DWQJ1,16.4,46.1,41.7,44.8
6A1Q2EA#ABU,1.74,52,6.9,30.5
DN-97672,0.05,4.2,8,8
MST14DP122HD,0.05,4.3,10.5,1.4
TS32GPSD330,,10.03,6.98,0.74
MFCL8390CDWQJ1,17.6,46.2,41,40.1
006R04490,0.34,11,20,10
5UTP-10GR,0.37,,,
USBCCADP,0.05,,,
4X20S56685,0.49,,,
AX4U320016G16A-DTBKD35G,0.1,17,14.1,1.22
F6U14AE,0.04,12.6,11.4,2.5
94-CT100BL,,,0.25,
FO-STSTOM1D-001,0.02,,,
C2P24AE,0.03,2.3,10.6,11.35
SU916A,,34.1,26.1,17.6
87-3551,0.17,2.55,8.6,14.4
PWS-203-1H,0.9,19.3,7.6,4
CF032A,1.3,16.4,39,21.4
WFLS900NL.CE7,0.04,8.5,6.7,9.1
C13T05934010,0.06,11.6,24.6,14.5
4XC1D69578,0.03,14.4,5.3,17.7
4XC1K20994,0.01,4.2,3,0.23
006R04679,0.29,18.5,12,9.5
SV058A,1.55,18.5,39.4,18.2
G6H43AA#ABB,0.64,24.5,15.5,7.7
V-6FUTP-01R,0.04,,,
KF552C40BW-16,0.04,13.34,0.66,3.48
107B-USB-HDMI,0.08,10,5,1.5
CN626AE,0.21,2.92,24.2,8.66
L0R16A,0.74,10,22.4,5.4
L4R65AA#ABU,,3,5.5,11.43
AK-300139-010-S,0.06,25,13.5,1.3
KVR48S40BS6-8,,,6.96,3
6AUTP-015GR,0.07,,,
USBA-USBB-2M,0.15,,,
CDP2HVGUASPD,0.12,6.8,12.5,1.6
41904,,1.5,2.4,0.9
2P6G-PCIE-SATA-CARD,0.03,6.9,1.8,12.1
NPORT 6610-16-48V,3.58,,,
CB9400CEA-HU0087-FRA+CBE,1.15,20.49,32.22,1.8
AK-300110-030-S,0.06,1.01,25,
V-6UTP-05BL,0.13,,,
S661GY,0.03,,,
V-6UTP-015G,0.05,,,
6ASFTP-05O,0.19,,,
WT200CL,0.8,,,
6UTP-10G,0.4,,,
Q7551X,1.6,16.5,38.8,32.7
5UTP-07O,0.27,,,
SU014A,1,13.7,37.5,11.2
MAPCUS37-007,0.04,18,6,2
5UTP-10W,0.37,,,
KF564C32RSK2-32,,,1.5,
72-2695,,9.2,,
4X71D09536,0.03,15.7,5.7,1.5
AK-580300-003-E,0.05,16,14,
DB-510110-010-S,0.05,16,16,2
V-6FUTP-005R,0.03,,,
KF556C40BBAK4-64,0.26,2.54,12.19,17.15
006R04367,0.29,14,10.5,7.5
V8Y76AA,0.12,11,24.5,3.5
MXTMMHQ3M,0.4,,,
72-3399,,10.9,44,4.4
006R04469,2.13,35,17.5,16.5
LVT551015,0.03,10,0.25,0.02
P37013-B21,17.6,9,8.63,5.75
DS-72210-5TR,23.4,81,70.5,
55035972,0.2,4.9,10,10
006R03336,2.39,,,
W2073A,0.43,12,28.8,2.2
SS560A,1.08,13.5,55.4,13.7
WDBWLG0200HBK-EESN,0.9,13.5,4.8,16.58
Q1339A,2.36,19.2,38.5,31.2
DS-72211-3GE,23.4,81,70.5,19.5
41893,,1.3,2.65,0.75
KF556C36BWE-32,0.04,13.34,0.66,3.48
LVO231476,0.06,,,
CE285A,0.83,11.3,37.5,12.5
KSM32RD8/32HCR,,,13.33,3.12
KF436C18BBK4/128,0.14,11.34,0.71,3.4
WDBWLG0160HBK-EESN,0.9,13.5,4.8,16.58
CN047AE,0.05,12.6,11.4,2.5
KCP548US6K2-16,,,13.33,1.88
CF380A,0.72,10.9,38.5,12.5
V-6FUTP-03Y,0.1,,,
AK-340602-000-S,0.02,20,9,
6ASFTP-005Y,0.03,,,
854915-001,,,6.9,3
KF432C16BBK2/8,0.07,11.34,0.71,3.4
CF332A,1.84,16.4,39,21.4
6UTP-07O,0.28,,,
SU093A,,44.2,12.7,14.2
710412-001,0.29,12.65,5,3
X4D24,1.23,20.75,30.57,
CF301A,1.55,13,58.4,19.5
AK-340408-001-S,0.08,24,16,
SDSSDE30-2T00-G25,,0.99,4.69,9.69
KCP426SS6/8,,,6.96,3
KF432C16BWA/8,0.05,13.33,0.81,4.58
KVR56U46BD8K2-64,,,13.33,3.12
6AUTP-05Y,0.2,,,
2L-5303UP,0.28,,,
USB31CCTLKV1M,0.09,22,12.5,1.5
9PX3000IRTBPH,27.4,48.5,44,13
CF360A,1.18,14.7,39.5,16.1
DN-95433,1.18,9.7,51,5.8
006R04524,0.52,,,
DS-72211-3CH,23.4,81,70.5,
399542-B21,3.62,,,
0M5CW,0.3,,,
VFY:U7413MF7EMGB,1.13,21.1,32.2,1.89
V-6UTP-05W,0.13,,,
9S7-17L541-071,2.6,9,52.8,32.9
RUSBLTMM1MB,0.02,,,
94-CT200,,,0.48,
DN-19 TRAY1-1000-ECB,3.6,79.5,50,
6FUTP-005GR,0.03,,,
STKL2000404,0.27,13.75,3.9,18.65
AK-330114-020-S,,15,14,2
GP-UD1000GM,,15,14,8.6
73157,0.02,2,8,10
JLC15,0.03,,,
DN-19 ORG-1,0.65,10,14.5,
6UTP-02O,0.09,,,
IB25WH,,,2.5,2.5
CF411A,0.86,10.2,36.3,12.3
6FUTP-03O,0.13,,,
FO-LCSCOM5D-004,0.04,,,
HDMIFC-0005,0.11,,,
6FUTP-01Y,0.05,,,
UACC-G4-DBP-CABLE-USB-7M,0.33,,,
KL-G700FM,2.56,11.2,29.9,24.9
812148-855,0.16,,,
NBRK0250A,1.27,5,43.2,4.4
78C20M0,,10.2,14.1,7.2
4XF1L53431,0.4,14.4,17.7,5.3
VFY:T2555SC040IN,,17.7,44.8,73.6
KL-500Mv2,1.72,19.6,23.3,9.5
AK-300301-002-E,0.06,15.5,13.5,
N6LPATCH7MGR,0.26,,,
LVO231406,0.02,10,20,25
S803GY,0.03,,,
KF560C32RWA-16,0.06,13.33,4.4,0.77
6UTP-002O,0.02,,,
KVR48U40BS6-8,,,13.33,3.12
EP-DA705BBEGWW,0.02,,,
N6LPATCH2MBL,0.08,,,
6FUTP-10Y,0.36,,,
USBLT1MW,0.02,,,
47440,,3.85,1.2,1.7
5UTP-02Y,0.09,,,
STKL2000405,0.27,3.9,13.75,18.65
HAT5300-4T,0.69,14.7,10.18,2.61
Z9H48AA#ABU,,44.06,14.45,1.89
HDMMV50CM,0.04,,,
7590102,1.3,9.4,15.1,3.4
5UTP-03B,0.12,,,
KF560C40BBA-32,0.06,1.4,5.72,17.15
4R009AA#ABU,0.43,,,
72-3694,,,2.5,5
B242H00,0.92,39.9,13.7,18.1
6FUTP-07R,0.25,,,
DN-95450,3.35,140,14.5,6
DB-510510-030-S,0.11,16,16,3
218476-01,0.16,,,
CF211A,0.6,10,36.5,11
C13T02W14010,0.05,2.6,10.2,14.5
P21868-B21,0.4,6.3,2.01,0.94
006R03245,0.29,,,
6ASFTP-03B,0.12,,,
V-6FUTP-10G,0.28,,,
MUMFRCA,0.01,,,
KF437C19BBK2/16,0.07,11.34,0.71,3.4
72-3387,,,48.26,4.35
41365,0.01,2.34,2.8,1.99
8A5X3EA#ABU,2.08,52,6.9,30.5
DB-300130-030-S,0.15,5,7.5,
31510907,1.02,,,
6AUTP-0075B,0.05,,,
RUSBLTMM2MWR,0.05,,,
3JA25AE,0.04,2.5,11.4,12.6
6FUTP-005Y,0.03,,,
5UTP-05B,0.2,,,
