sku,product_type,weight,additional_attributes
STDR5000202,simple,0.41,"ts_dimensions_height=4.3,ts_dimensions_length=14.6,ts_dimensions_width=10.5"
STHP5000403,simple,12.2,"ts_dimensions_height=1.77,ts_dimensions_length=5.75,ts_dimensions_width=4.17"
STHN1000403,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHN2000405,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STEB10000400,simple,1.36,"ts_dimensions_height=2.68,ts_dimensions_length=8.58,ts_dimensions_width=8.35"
STEB8000402,simple,1.36,"ts_dimensions_height=6.8,ts_dimensions_length=21.8,ts_dimensions_width=21.2"
STHB2000401,simple,0.27,"ts_dimensions_height=2.1,ts_dimensions_length=13.45,ts_dimensions_width=17.15"
STCM1000400,simple,0.19,"ts_dimensions_height=3.25,ts_dimensions_length=10.45,ts_dimensions_width=14.7"
STCM250400,simple,0.19,"ts_dimensions_height=3.25,ts_dimensions_length=10.45,ts_dimensions_width=14.7"
STHH2000400,simple,8.08,"ts_dimensions_height=5.75,ts_dimensions_length=1.48,ts_dimensions_width=4.09"
STHN2000401,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHH1000402,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHP5000402,simple,12.2,"ts_dimensions_height=1.77,ts_dimensions_length=5.75,ts_dimensions_width=4.17"
STHN1000400,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHP5000400,simple,12.2,"ts_dimensions_height=1.77,ts_dimensions_length=5.75,ts_dimensions_width=4.17"
STHN1000402,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHN2000400,simple,7.94,"ts_dimensions_height=1.48,ts_dimensions_length=5.75,ts_dimensions_width=4.09"
STHH2000402,simple,0.23,"ts_dimensions_height=14.6,ts_dimensions_length=3.75,ts_dimensions_width=10.4"
STHN2000402,simple,7.94,"ts_dimensions_height=5.75,ts_dimensions_length=1.48,ts_dimensions_width=4.09"
STHP4000402,simple,12.2,"ts_dimensions_height=1.77,ts_dimensions_length=5.75,ts_dimensions_width=4.17"
STEA5000402,simple,11.1,"ts_dimensions_height=5.86,ts_dimensions_length=1.7,ts_dimensions_width=4.17"
ZP250CM3A001,simple,0.06,"ts_dimensions_height=2.4,ts_dimensions_length=13.42,ts_dimensions_width=10.9"
STJD500400,simple,0.13,"ts_dimensions_height=14.6,ts_dimensions_length=2.95,ts_dimensions_width=10.45"
STGH2000400,simple,0.31,"ts_dimensions_height=18.3,ts_dimensions_length=4.6,ts_dimensions_width=12"
STEA2000417,simple,10.2,"ts_dimensions_height=7.32,ts_dimensions_length=1.54,ts_dimensions_width=5.41"
ZA2000GM1A001,simple,0.1,"ts_dimensions_height=15.5,ts_dimensions_length=2.4,ts_dimensions_width=10.9"
ZA500GM1A001,simple,0.1,"ts_dimensions_height=15.5,ts_dimensions_length=2.4,ts_dimensions_width=10.9"
ZA4000GM1A001,simple,0.1,"ts_dimensions_height=15.5,ts_dimensions_length=2.4,ts_dimensions_width=10.9"
STJP500400,simple,0.2,"ts_dimensions_height=3.25,ts_dimensions_length=14.7,ts_dimensions_width=10.45"
STJL1000400,simple,0.26,"ts_dimensions_height=14,ts_dimensions_length=3.1,ts_dimensions_width=10.3"
STJL4000400,simple,0.33,"ts_dimensions_height=14.2,ts_dimensions_length=3.95,ts_dimensions_width=10.3"
STJL5000400,simple,0.33,"ts_dimensions_height=14.2,ts_dimensions_length=3.95,ts_dimensions_width=10.3"
STJL2000400,simple,0.26,"ts_dimensions_height=14,ts_dimensions_length=3.1,ts_dimensions_width=10.3"
ZA2000CM1A003,simple,0.1,"ts_dimensions_height=15.5,ts_dimensions_length=2.4,ts_dimensions_width=10.9"
LX500,simple,1.1,""
AG156W9B,simple,0.16,"ts_dimensions_height=25.4,ts_dimensions_length=0.33,ts_dimensions_width=38.74"
AG140W9B,simple,0.15,"ts_dimensions_height=25.4,ts_dimensions_length=0.33,ts_dimensions_width=38.74"
ASDX64GUII3CL10-C,simple,0.02,"ts_dimensions_height=11.7,ts_dimensions_length=8,ts_dimensions_width=1.5"
AT-X510-52GPX,simple,8.2,""
AT-FS980M/52,simple,5.6,""
AT-IE510-28GSX-80,simple,6.8,""
AR3150,simple,168.2,""
AR201,simple,14,"ts_dimensions_height=10,ts_dimensions_length=220,ts_dimensions_width=16"
AR8567,simple,1.52,"ts_dimensions_height=3.7,ts_dimensions_length=30.6,ts_dimensions_width=43"
AR4000MV,simple,80,""
AR7721,simple,2.59,"ts_dimensions_height=16.3,ts_dimensions_length=84.8,ts_dimensions_width=6.4"
AR7723,simple,2.95,"ts_dimensions_height=16.3,ts_dimensions_length=111.3,ts_dimensions_width=6.4"
AR8123BLK,simple,17.7,"ts_dimensions_height=81.3,ts_dimensions_length=8.9,ts_dimensions_width=83.8"
AR8679,simple,11.9,"ts_dimensions_height=6.7,ts_dimensions_length=128.3,ts_dimensions_width=63.5"
AR4000MV12U,simple,1.3,""
NBRK0250,simple,2.39,""
AP9505I,simple,0.5,"ts_dimensions_height=7.6,ts_dimensions_length=14,ts_dimensions_width=23.5"
AR8429,simple,0.38,"ts_dimensions_height=9.9,ts_dimensions_length=3.8,ts_dimensions_width=59.4"
AR8561,simple,8.19,"ts_dimensions_height=31.5,ts_dimensions_length=44,ts_dimensions_width=71"
AR3140,simple,168.2,""
AR7706,simple,1.06,"ts_dimensions_height=5.1,ts_dimensions_length=24.1,ts_dimensions_width=16.5"
AP7769,simple,,"ts_dimensions_height=5.5,ts_dimensions_length=9.9,ts_dimensions_width=56.2"
AR3104,simple,106.8,""
AP7768,simple,1.14,"ts_dimensions_height=5.4,ts_dimensions_length=9.9,ts_dimensions_width=56.5"
AR2400FP1,simple,221.1,"ts_dimensions_height=81,ts_dimensions_length=223,ts_dimensions_width=68.3"
SRTRK3,simple,4.2,"ts_dimensions_height=11.8,ts_dimensions_length=21.6,ts_dimensions_width=28.5"
SBPSU30K40HC1M1-WP,simple,12.3,""
AR3350,simple,183.2,""
AR100HD,simple,52.3,""
AR8122BLK,simple,10.5,"ts_dimensions_height=77.5,ts_dimensions_length=8.9,ts_dimensions_width=57.6"
SURTRK,simple,3.18,""
AR4018IA,simple,170,""
AP9630,simple,0.34,"ts_dimensions_height=5.1,ts_dimensions_length=15.9,ts_dimensions_width=23.5"
AR3300,simple,149.1,""
AR8132A,simple,0.34,""
AR8166ABLK,simple,1.82,"ts_dimensions_height=8.9,ts_dimensions_length=8.9,ts_dimensions_width=52.7"
AR7600,simple,0.45,""
AR2400,simple,131.5,"ts_dimensions_height=218.1,ts_dimensions_length=116,ts_dimensions_width=74"
NBES0303,simple,0.49,"ts_dimensions_height=16.4,ts_dimensions_length=16.4,ts_dimensions_width=23.2"
SRTRK1,simple,3.64,"ts_dimensions_height=2.8,ts_dimensions_length=5.59,ts_dimensions_width=27.4"
AR7502,simple,7.75,"ts_dimensions_height=223.5,ts_dimensions_length=14,ts_dimensions_width=21.6"
SYBFXR3RMI,simple,30.9,""
AR8105BLK,simple,4.27,"ts_dimensions_height=10.2,ts_dimensions_length=44.5,ts_dimensions_width=57.2"
AR8571,simple,9.89,"ts_dimensions_height=31.5,ts_dimensions_length=44,ts_dimensions_width=86"
AP5717,simple,19.5,""
AR203A,simple,40.8,"ts_dimensions_height=208.3,ts_dimensions_length=11.3,ts_dimensions_width=25.4"
PNOTEPROC6-EC,simple,,"ts_dimensions_height=6.9,ts_dimensions_width=15.8"
APCRBC136,simple,3.75,"ts_dimensions_height=22.9,ts_dimensions_length=22.9,ts_dimensions_width=22.9"
AR8136BLK,simple,1.64,"ts_dimensions_height=10.5,ts_dimensions_length=24.9,ts_dimensions_width=52.6"
AR3100,simple,144.6,"ts_dimensions_height=211.8,ts_dimensions_length=115.6,ts_dimensions_width=75.2"
AR8442,simple,2.09,"ts_dimensions_height=83.2,ts_dimensions_length=14,ts_dimensions_width=6.4"
AR8008BLK,simple,1.41,"ts_dimensions_height=8.9,ts_dimensions_length=52.7,ts_dimensions_width=8.9"
AR8775,simple,22.1,"ts_dimensions_height=43.9,ts_dimensions_length=116.8,ts_dimensions_width=33"
AR7313,simple,25,"ts_dimensions_height=91.4,ts_dimensions_length=17.2,ts_dimensions_width=117.8"
AR8602A,simple,1.1,"ts_dimensions_height=9.4,ts_dimensions_length=52.6,ts_dimensions_width=15.7"
AP4423,simple,5.51,""
PDX332IEC-240,simple,2.3,"ts_dimensions_height=15.2,ts_dimensions_width=43.2"
AR3340,simple,183.2,""
PM6-GR,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=16.5,ts_dimensions_width=31"
NBES0304,simple,,"ts_dimensions_height=4.8,ts_dimensions_width=23.2"
AR4024IX432,simple,181.7,"ts_dimensions_height=149,ts_dimensions_length=120,ts_dimensions_width=80"
AP8758,simple,0.49,"ts_dimensions_height=43.2,ts_dimensions_length=10.2,ts_dimensions_width=15.2"
KVM0116A,simple,3.9,"ts_dimensions_height=14.6,ts_dimensions_length=33,ts_dimensions_width=61.9"
EPDU1132M,simple,4.48,"ts_dimensions_height=132,ts_dimensions_length=11,ts_dimensions_width=16"
SURTD2200XLIM,simple,63.6,""
AP6003A,simple,2.55,""
EPDU1116B,simple,2.98,"ts_dimensions_height=132,ts_dimensions_length=11,ts_dimensions_width=16"
APCRBC151,simple,10.91,"ts_dimensions_height=15.2,ts_dimensions_length=49.5,ts_dimensions_width=36.8"
PM1W-GR,simple,,"ts_dimensions_height=10.6,ts_dimensions_length=8.8,ts_dimensions_width=7"
AR3157,simple,184.1,""
EPDU1132B,simple,4.36,"ts_dimensions_height=132,ts_dimensions_length=11,ts_dimensions_width=16"
AR3107,simple,157.7,""
AP98896F,simple,2.12,""
PM1W-UK,simple,,"ts_dimensions_height=10.6,ts_dimensions_length=8.8,ts_dimensions_width=7"
NBAC0303NA,simple,28.2,"ts_dimensions_height=2.44,ts_dimensions_length=7.13,ts_dimensions_width=9.76"
AP7724,simple,9.36,""
BE650G2-UK,simple,4.5,"ts_dimensions_height=19,ts_dimensions_length=44.1,ts_dimensions_width=18.6"
AP5821,simple,0.08,"ts_dimensions_height=5,ts_dimensions_width=23.5"
KVM-USB,simple,0.16,"ts_dimensions_height=4.2,ts_dimensions_length=12.9,ts_dimensions_width=12.5"
AP9877,simple,0.46,"ts_dimensions_height=30.5,ts_dimensions_length=10.2,ts_dimensions_width=10.2"
AP8716S,simple,2.16,"ts_dimensions_height=30,ts_dimensions_width=8"
AP9880,simple,0.46,"ts_dimensions_height=30.5,ts_dimensions_length=10.2,ts_dimensions_width=10.2"
AP9879,simple,0.46,"ts_dimensions_height=30.5,ts_dimensions_length=10.2,ts_dimensions_width=10.2"
AP9881,simple,0.46,"ts_dimensions_height=30.5,ts_dimensions_length=10.2,ts_dimensions_width=10.2"
AP8706S-WW,simple,1.35,"ts_dimensions_height=24,ts_dimensions_length=5.5,ts_dimensions_width=7.5"
AP9876,simple,0.3,"ts_dimensions_height=5.1,ts_dimensions_length=20.3,ts_dimensions_width=10.2"
AP9870,simple,0.3,"ts_dimensions_height=5.1,ts_dimensions_length=20.3,ts_dimensions_width=10.2"
AP9899,simple,0.61,"ts_dimensions_height=10.2,ts_dimensions_width=30.5"
SMX040,simple,0.91,""
AP8760,simple,0.51,"ts_dimensions_height=23,ts_dimensions_length=4.5,ts_dimensions_width=23"
AP7850B,simple,3.98,""
AP8959EU3,simple,8.59,""
AP8653,simple,10.5,""
AP7822B,simple,5.41,""
AP7553,simple,6.48,""
AP7554,simple,6.48,""
AP8858EU3,simple,4.92,""
AP8886,simple,11.6,""
AP7922B,simple,6.55,""
AP7552,simple,5.77,""
AP8453,simple,10.5,""
NBES0302,simple,0.31,""
PM6U-GR,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=16.5,ts_dimensions_width=31"
PM5U-GR,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=13,ts_dimensions_width=40.5"
PM5T-GR,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=13,ts_dimensions_width=40.5"
PM5-UK,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=13,ts_dimensions_width=40.5"
PMF83VT-UK,simple,,"ts_dimensions_height=6.5,ts_dimensions_length=17,ts_dimensions_width=36.5"
PMH63VT-UK,simple,,"ts_dimensions_height=31,ts_dimensions_length=6.5,ts_dimensions_width=16.5"
PM5-GR,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=13,ts_dimensions_width=40.5"
PM8-GR,simple,,"ts_dimensions_height=6.4,ts_dimensions_length=17,ts_dimensions_width=36.5"
PM5V-UK,simple,,"ts_dimensions_height=5.8,ts_dimensions_length=13,ts_dimensions_width=40.5"
PM6U-UK,simple,,"ts_dimensions_height=31,ts_dimensions_length=6.5,ts_dimensions_width=16.5"
APCRBC118,simple,25.2,"ts_dimensions_height=22.8,ts_dimensions_length=76.1,ts_dimensions_width=39.3"
APCRBC124,simple,5.84,"ts_dimensions_height=14.6,ts_dimensions_length=27.5,ts_dimensions_width=23.4"
RBC2,simple,2.77,"ts_dimensions_height=8.9,ts_dimensions_length=21.3,ts_dimensions_width=17.5"
APCRBC117,simple,25.2,"ts_dimensions_height=22.8,ts_dimensions_length=76.1,ts_dimensions_width=39.3"
APCRBC143,simple,25.2,"ts_dimensions_height=25.3,ts_dimensions_length=49.5,ts_dimensions_width=29.3"
APCRBC133,simple,12.6,"ts_dimensions_height=15.2,ts_dimensions_length=49.5,ts_dimensions_width=36.8"
SRT192RMBP2,simple,105.5,"ts_dimensions_height=42,ts_dimensions_length=100,ts_dimensions_width=60"
SYBTU1-PLP,simple,,"ts_dimensions_height=22.9,ts_dimensions_length=86.4,ts_dimensions_width=20.3"
APCRBC105,simple,26.4,"ts_dimensions_height=27.9,ts_dimensions_length=73.7,ts_dimensions_width=31.1"
SMX120RMBP2U,simple,63.6,"ts_dimensions_height=24.3,ts_dimensions_length=86.9,ts_dimensions_width=59.6"
APCRBC106,simple,2.77,"ts_dimensions_height=8.9,ts_dimensions_length=21.3,ts_dimensions_width=17.5"
SMX48RMBP2U,simple,35.5,"ts_dimensions_height=24.6,ts_dimensions_length=62,ts_dimensions_width=58.9"
APCRBC116,simple,11.4,"ts_dimensions_height=19,ts_dimensions_length=54.6,ts_dimensions_width=29.2"
XBP48RM1U-LI,simple,16.4,"ts_dimensions_height=85,ts_dimensions_length=20,ts_dimensions_width=60"
SRT72BP,simple,37.8,"ts_dimensions_height=23.9,ts_dimensions_length=83.1,ts_dimensions_width=59.9"
APCRBC110,simple,2.95,"ts_dimensions_height=8.9,ts_dimensions_length=21.3,ts_dimensions_width=17.5"
APCRBC135,simple,5.14,"ts_dimensions_height=22.9,ts_dimensions_length=22.9,ts_dimensions_width=22.9"
APCRBC123,simple,5.53,"ts_dimensions_height=14.6,ts_dimensions_length=27.5,ts_dimensions_width=23.4"
RBC17,simple,,"ts_dimensions_height=21.3,ts_dimensions_length=8.9,ts_dimensions_width=17.5"
APCRBC115,simple,11.7,"ts_dimensions_height=19,ts_dimensions_length=54.6,ts_dimensions_width=29.2"
APCRBC132,simple,10.9,"ts_dimensions_height=15.2,ts_dimensions_length=49.5,ts_dimensions_width=36.8"
APCRBC140,simple,37.3,"ts_dimensions_height=22.6,ts_dimensions_length=78.1,ts_dimensions_width=40.9"
BE550G-GR,simple,6.93,"ts_dimensions_height=12.7,ts_dimensions_length=40,ts_dimensions_width=27.9"
SRV72BP-9A,simple,40.2,"ts_dimensions_height=32.5,ts_dimensions_length=56.5,ts_dimensions_width=23.5"
BK500EI,simple,7.05,"ts_dimensions_height=17.8,ts_dimensions_length=36.8,ts_dimensions_width=24.1"
SRT96BP,simple,44.5,"ts_dimensions_height=23.9,ts_dimensions_length=83.1,ts_dimensions_width=59.9"
BV1000I,simple,6,"ts_dimensions_height=23.7,ts_dimensions_length=37.3,ts_dimensions_width=14.3"
BR1300MI,simple,11.8,"ts_dimensions_height=33,ts_dimensions_length=22.5,ts_dimensions_width=48.5"
BE400-GR,simple,5.6,"ts_dimensions_height=13.2,ts_dimensions_length=36.6,ts_dimensions_width=30"
BX500CI,simple,5.68,"ts_dimensions_height=25.7,ts_dimensions_length=29.1,ts_dimensions_width=19"
BE400-UK,simple,5.6,"ts_dimensions_height=13.2,ts_dimensions_length=36.6,ts_dimensions_width=30"
BE550G-UK,simple,6.5,""
BX950UI,simple,8.99,"ts_dimensions_height=29.5,ts_dimensions_length=44,ts_dimensions_width=24.5"
BV650I,simple,4.8,"ts_dimensions_height=23.7,ts_dimensions_length=37.3,ts_dimensions_width=14.3"
BR650MI,simple,7.4,"ts_dimensions_height=25.5,ts_dimensions_length=14.3,ts_dimensions_width=44"
BE850G2-UK,simple,5,"ts_dimensions_height=19,ts_dimensions_length=44.1,ts_dimensions_width=18.6"
BK350EI,simple,7.05,"ts_dimensions_height=17.8,ts_dimensions_length=36.8,ts_dimensions_width=24.1"
SUA1000RMI1U,simple,25.4,"ts_dimensions_height=19.1,ts_dimensions_length=77.5,ts_dimensions_width=55.9"
SMX2200HV,simple,47.7,"ts_dimensions_height=33,ts_dimensions_length=63.3,ts_dimensions_width=58.6"
BX700UI,simple,6.5,"ts_dimensions_height=27.5,ts_dimensions_length=34,ts_dimensions_width=29.5"
SMX750INC,simple,26.4,"ts_dimensions_height=24.6,ts_dimensions_length=62,ts_dimensions_width=58.9"
BR900MI,simple,8,"ts_dimensions_height=25.5,ts_dimensions_length=14.3,ts_dimensions_width=44"
BE700G-UK,simple,7.84,""
BV800I-GR,simple,5.6,"ts_dimensions_height=23.7,ts_dimensions_length=14.3,ts_dimensions_width=37.3"
LE600I,simple,3.4,""
LE1200I,simple,4.5,""
JW170A,simple,0.86,"ts_dimensions_height=5.5,ts_dimensions_length=22.5,ts_dimensions_width=22"
90LM0560-B01170,simple,5.5,"ts_dimensions_height=41.5,ts_dimensions_length=12.7,ts_dimensions_width=55.9"
RS300-E10-RS4,simple,19.01,""
VZ229HE,simple,3.8,"ts_dimensions_height=49,ts_dimensions_length=12.8,ts_dimensions_width=56.8"
90MP00N0-BKEA00,simple,0.81,"ts_dimensions_height=4,ts_dimensions_length=13.6,ts_dimensions_width=35.6"
MB16AP,simple,3.1,"ts_dimensions_height=31,ts_dimensions_length=7.6,ts_dimensions_width=43.4"
90LM0510-B01E70,simple,8.7,"ts_dimensions_height=55.8,ts_dimensions_length=20.9,ts_dimensions_width=68.8"
MB16ACE,simple,1.65,"ts_dimensions_height=11.4,ts_dimensions_length=2.99,ts_dimensions_width=17.1"
90MP01L0-BMUA00,simple,0.1,"ts_dimensions_height=5,ts_dimensions_length=10,ts_dimensions_width=3"
90MP0100-B0UA00,simple,0.01,"ts_dimensions_height=2.5,ts_dimensions_length=9,ts_dimensions_width=13.1"
VA279HAL,simple,8.3,"ts_dimensions_height=45.8,ts_dimensions_length=20.3,ts_dimensions_width=71"
VA229NR,simple,5.1,"ts_dimensions_height=12.4,ts_dimensions_length=44.2,ts_dimensions_width=56.6"
PB278QV,simple,11,"ts_dimensions_height=47,ts_dimensions_length=22.4,ts_dimensions_width=75.5"
VG27VQ,simple,8.71,"ts_dimensions_height=22,ts_dimensions_length=8.23,ts_dimensions_width=27.1"
90LM05F0-B01E70,simple,9.3,"ts_dimensions_height=55.8,ts_dimensions_length=21.3,ts_dimensions_width=69.2"
90SW00R0-M0EAY0,simple,,"ts_dimensions_height=59.2,ts_dimensions_length=19,ts_dimensions_width=40"
90LM04G0-B01370,simple,8.2,"ts_dimensions_height=45.8,ts_dimensions_length=19,ts_dimensions_width=70"
90LJ0080-B00520,simple,0.88,"ts_dimensions_height=13.5,ts_dimensions_length=9.5,ts_dimensions_width=17"
90LM0381-B03170,simple,3,"ts_dimensions_height=31,ts_dimensions_length=7.6,ts_dimensions_width=43.4"
MB16ACM,simple,3,"ts_dimensions_height=31,ts_dimensions_length=7.6,ts_dimensions_width=43.4"
90MP00U1-B0UA00,simple,0.11,"ts_dimensions_height=4.5,ts_dimensions_length=12.6,ts_dimensions_width=6.7"
90SB06H0-M0UAY0,simple,2.32,""
90SB06M0-M0UAY0,simple,1.3,""
90SW0080-M0EAY0,simple,7.49,""
90SB06T0-M0UAY0,simple,0.52,""
90SB0660-M0UAY0,simple,1.62,""
90MP01C0-B0UA00,simple,0.18,"ts_dimensions_height=1.2,ts_dimensions_length=35,ts_dimensions_width=28"
90MP00K1-B0UA00,simple,0.92,"ts_dimensions_height=8.1,ts_dimensions_length=49.6,ts_dimensions_width=11"
90LJ00C0-B00520,simple,1.6,"ts_dimensions_height=19,ts_dimensions_length=14.2,ts_dimensions_width=22.4"
90LJ0070-B10120,simple,1.8,"ts_dimensions_height=8,ts_dimensions_length=25.5,ts_dimensions_width=29.8"
90LJ0070-B01120,simple,1.6,"ts_dimensions_height=8,ts_dimensions_length=25.5,ts_dimensions_width=29.5"
VP228DE,simple,5.3,"ts_dimensions_height=44,ts_dimensions_length=12.3,ts_dimensions_width=56.5"
VP249H,simple,5.13,"ts_dimensions_height=46.5,ts_dimensions_length=12.6,ts_dimensions_width=60.3"
PG248Q,simple,9.5,"ts_dimensions_height=41.5,ts_dimensions_length=28,ts_dimensions_width=73.5"
90LM0180-B01170,simple,2,"ts_dimensions_height=29.7,ts_dimensions_length=5.7,ts_dimensions_width=43.5"
BE229QLB,simple,,"ts_dimensions_height=37.8,ts_dimensions_length=19,ts_dimensions_width=64.3"
PB328Q,simple,16.5,"ts_dimensions_height=55.2,ts_dimensions_length=35,ts_dimensions_width=84.7"
PA27AC,simple,11.5,"ts_dimensions_height=43.6,ts_dimensions_length=29.7,ts_dimensions_width=75.9"
PQ22UC,simple,8.8,"ts_dimensions_height=22.7,ts_dimensions_length=7.17,ts_dimensions_width=28.1"
BE249QLB,simple,,"ts_dimensions_height=42,ts_dimensions_length=18,ts_dimensions_width=66"
VG278Q,simple,8.21,"ts_dimensions_height=18,ts_dimensions_length=7.48,ts_dimensions_width=27.6"
XG438Q,simple,22.82,"ts_dimensions_height=28.4,ts_dimensions_length=11.6,ts_dimensions_width=42.1"
MB169C+,simple,2,"ts_dimensions_height=29.7,ts_dimensions_length=5.7,ts_dimensions_width=43.5"
VS197DE,simple,3.9,"ts_dimensions_height=42.1,ts_dimensions_length=11.4,ts_dimensions_width=49.5"
XG32VQ,simple,9.6,"ts_dimensions_height=57.7,ts_dimensions_length=29.8,ts_dimensions_width=82.9"
VX279C,simple,7,"ts_dimensions_height=55,ts_dimensions_length=11.9,ts_dimensions_width=68"
MX32VQ,simple,13.3,"ts_dimensions_height=59.8,ts_dimensions_length=29.2,ts_dimensions_width=84.3"
VA326HR,simple,,"ts_dimensions_height=60.17,ts_dimensions_length=23.16,ts_dimensions_width=87.32"
2L-7D02DH,simple,0.29,""
VC986-AT,simple,0.1,"ts_dimensions_height=21.2,ts_dimensions_length=12,ts_dimensions_width=1.9"
UC232A1-AT,simple,0.07,"ts_dimensions_height=15.8,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
VC925-AT,simple,0.1,"ts_dimensions_height=21.2,ts_dimensions_length=12,ts_dimensions_width=1.9"
UC232A-AT,simple,0.06,"ts_dimensions_height=15.8,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
UCE60-AT,simple,0.19,"ts_dimensions_height=23.9,ts_dimensions_length=16,ts_dimensions_width=11.6"
CL6700MW-ATA-EE,simple,14.7,"ts_dimensions_height=13.5,ts_dimensions_length=71.8,ts_dimensions_width=66.8"
KA7169-AX,simple,0.16,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
UC2324-AT,simple,0.59,"ts_dimensions_height=16,ts_dimensions_length=23.9,ts_dimensions_width=5.9"
2L-7D02UDX3,simple,0.53,""
2L-5302U,simple,0.25,""
2L-5303U,simple,0.34,""
2L-5202U,simple,0.17,""
2L-5203U,simple,0.24,""
2L-5206P,simple,0.53,""
2L-7D02UDPX4,simple,0.3,""
2L-5305P,simple,0.48,""
2L-7D02U,simple,0.27,""
KA7168-AX,simple,0.16,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
KA7188-AX,simple,0.16,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
KA7175-AX,simple,0.17,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
KA7177-AX,simple,0.19,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
2L-7D02UH,simple,0.24,""
2L-5202P,simple,0.21,""
2L-5203P,simple,0.29,""
2L-5205U,simple,0.36,""
KA7170-AX,simple,0.17,"ts_dimensions_height=12.9,ts_dimensions_length=12.4,ts_dimensions_width=4.2"
