sku,weight (kg),length (cm),width (cm),height (cm)
C11CD81404BY,12.2,,,21.5
C11CE90401,6.3,,,22.9
C11CD49301BS,64,,51.6,117.5
C11CD47301BS,64,,47.8,106
C11CF46401,4.6,,44.5,16.9
C11CE20001A0,311.4,120,100,149
C11CE85301DA,16.1,120,100,63
C11CG43402,8.5,120,100,147
C11CG43401,8.5,,47.9,15.9
C11CG21401CA,5.8,,37.5,18.7
C11CG69401BY,64,,61.3,49.3
C11CG68401BY,45.8,,61.3,49.3
C11CG70401BY,35.3,,61.3,38.6
C11CG85401,5,,37.5,23.7
C11CG26402BY,4.3,,37.5,15.1
C11CG91402BY,64,,,
C11CG95402BY,3.5,,37.5,16.1
C11CG22403CA,5.5,,37.5,18.7
C51CB11030,2,Yes,26.15,13.719999999999999
C31C514057A0,4.06,120,100,2.25
C31CD84312,43.5,,57,53.5
C31CD84012,43.5,,57,53.5
C31CC79421,1.56,120,19.7,17.9
C31C412465,2.8,120,19.3,24
C51CD69130,0.001508,120,8.8,21
C31CE74101A0,1.67,,19.5,17.5
C51CD06200,0.00217,120,21,16
C31CH77202,,,44.4,32.6
C51CD69200,0.001385,120,100,3.8
C11CF12302A1,45.5,,73,65.5
C11CF86301A1,114,,82,113
C11CF85301A1,98.5,,82.5,113
C11CH13301A1,153.8,,190.9,121.8
C11CC65011BY,16.1,120,52,32.4
C31CE14021A0,1.6,120,100,102
B11B242401BY,1.3,120,100,74.2
C11CD49301BY,31,,51.6,51.4
C11CG02401,0.0224,,49,53.5
C11CG03401BY,18.4,,42.5,35.7
C11CG05401BY,15.3,,42.5,35.7
C11CG06401BY,15.3,,42.5,35.7
C11CG02401BY,64,,,
C11CE85301,0.016120000000000002,120,100,63
C31CE14552A0,1.5,120,100,102
C31CE14552,1.47,120,100,102
C31CA85033A0,2.5,49,19,23
C31CA85050,1.98,120,19.5,23.6
C31CD70752,1.59,120,19,17.2
C31CD70321A0,1.68,120,19.6,17.3
C31CF69321,0.007188,120,31.5,30
C31CF69301,0.0072,120,30.5,29.7
C31CF70321,0.007867,,31,35.5
C31CE94121A0,2.62,,19.5,23.5
C31CG62204,5.47,120,29.4,28.5
C31CG62111,6.25,120,29.5,29.4
C31CG62213,5.67,120,100,2.18
C31CG62214,5.64,120,100,2.18
C31CG62101,6.21,120,100,78
C31CG62203,5.52,120,29.3,28.7
C31CE95142,1.3,49,19.5,23.6
C31CE95141,2.23,49,19.2,23.1
C31CE95141A0,1.3,,12.7,12.7
C31CE95142A0,1.3,,12.7,12.7
C31CE74122A0,1.57,,19.7,18
C31CH51012,2.49,49,19.2,28
C31CH51012A0,2.2,49,19.2,28
C31C514007,3.82,2.25,120,100
C31C513057,4.3,2.25,24,25
C31C517007,4,2.25,120,100
C31C515052,3.86,2.25,120,100
C31CD38032A0,,120,100,181.6
C31CA85012,,120,100,2.04
C31CA85813,2.56,120,20,23
C31CA85833,1.6,120,20,23
C31CA85042,1.6,120,20,23.5
C31CA85051,1.6,120,20,23
C31CA85052,2.02,120,19.3,23.6
C31CA85041,,120,100,2.55
C31CA85031,,120,100,2.55
C31CA85041A0,1.6,,14.5,14.8
C31C249012,7.42,186,120,100
C31C514007A0,3.99,120,24,25
C31C176252,6.42,120,35.5,32
C31C151283,7.2,2.25,36,33
C11CA13051,8.49,120,100,2.18
C13S045302,9,50,14,14
C51C540080,,120,100,99
C31CA85032,2.56,120,19.3,23.6
C31CA85082,,120,100,2.55
C31C514057BD,4.8,120,23.5,29.3
C31C412412,2.8,120,100,179.5
C31CA85954,,120,100,199
C31CD38024B0,,120,100,181.6
C31CA85953,1.6,120,19.5,23
C31CA85321A0,,120,100,2.55
C31C412652A0,3,120,19.5,24
C31CA85044A1,2.56,49,20,23.5
C31CD38972,,120,100,181.6
C31CD38972A0,2.86,,19.4,25
C31CE14021,,120,100,102
C31CE95112,2.03,120,19.4,23.2
C31CE95121A0,2.4,120,19,23
C31CE95121B1,,120,100,2.01
C31CE95112A0,2.04,120,19,23
C31CE95122A0,,120,100,2.01
C31CE95111A0,,120,100,2.07
C31CE95122B1,,120,100,2.01
C31CD38025B2,2.76,,19,23.5
C31CE94112A0,,120,100,15
C31CE94102,,120,100,15
C31CE94551,2.62,120,19.5,23.5
C31CE94102A0,2.66,120,19.5,23.5
C31CE94551A0,,120,100,2.03
C31CE94111A0,1.6,120,19.5,23
C31CD70652A0,1.64,120,100,2
C31C514057BE,3.82,,30,22
C31CD38024C0,2.88,,18.9,23.8
C31CD38024C1,2.8,,19,24
C31CD38025C0,2.86,,19,23.5
C31CE94751,2.62,120,19.5,23.5
C31CE74112,1.61,120,100,95
B11B252402,0.27,36,35,32
B11B253402,0.3,120,6.7,14.1
B11B250401BY,3.6,,29.6,16.7
B11B226401,3.7,120,28.5,25
C11CG15401CE,8,,42.5,16.1
C11CG16401CE,10.5,,52.6,16.8
C11CG20401CA,4.7,,37.5,23.1
PA03643-B001,1.4,,28.4,7.7
PA03670-B001,4.2,,30,16.3
PA03670-B051,4.2,,30,16.3
PA03670-B501,8.8,,30,23.4
PA03670-B551,8.8,,30,23.4
PA03595-B001,0.9,,14.5,4
PA03575-B061,20,,46,31
PA03688-B001,52,,27.3,3.6
PA03708-B021,2.5,,29.8,13.3
PA03708-B001,2.5,,29.8,13.3
PA03708-B011,2.5,,29.8,13.3
PA03670-B601,8.8,,30,23.4
PA03670-B101,4.2,,30,16.3
PA03641-B301,3,,21,38.3
PA03710-B051,7.6,,38,16.8
PA03750-B001,2.9,,29,13
PA03740-B001,35,,70,34.5
PA03740-B501,11,,23.6,21.4
PA03768-B001,4.9,5.59,30,17
PA03770-B001,3.4,3,29.2,15.2
PA03800-B001,32,5.59,46,31
PA03795-B001,2,5.59,29.6,8.3
40CC150,41.9,,64.3,56.8
36S0208,15.8,,43,37.6
36S0308,16,,43,37.6
36S0508,18.1,,43,42.2
50G0225,29.9,,55,56.5
50G0945,29.9,,55,56.5
36SC550,17.8,,43,42.2
42C0093,0.402,,44.2,59.4
42CC173,23.8,,49.5,40.2
40N9113,60,,,
40C9587,64,,70,95.5
32C0248,60,,,
36S0908,26.6,,55.2,68.2
36SC648,60,,,
36SC728,60,,,
42C7373,30.8,,55.8,57
42C7343,30.5,,55.8,57
42CC593,31.2,,55.8,57
42CC443,30.5,,55.8,57
18M0730,16,,,
40N9163,22.7,,44,51.9
40N9153,22.7,,44,51.9
KV-S1026C-U,20,,,
KV-S8147-M,44.4,,54.5,43.5
KV-S8127-M,44,,54.5,44.5
KV-SL3056-U,6.7,,30,30.8
KV-S1037-U,2.7,,30.3,13.7
KV-S1028Y-U,4,,30,23.8
KV-N1058X-U,4,,30,23.8
C600V_N,33.8,127,58,60.7
C7020V_DN,67,,59,76.78999999999999
C7020V_D,67,,59,76.78999999999999
P04564-B21,,,,0.7
P04693-B21,,,4.17,1.06
861686-B21,1.360776,,5.75,8.63
861683-B21,1.360776,,5.75,8.63
861681-B21,1.360776,,5.75,8.63
861678-B21,1.360776,,5.75,8.63
858594-B21,1.36,,,
861590-B21,,,4.17,1.06
801882-B21,1.360776,,4,1.03
791034-B21,17.6,,2.98,0.614
785099-B21,15.9,,3.1,0.63
801888-B21,1.360776,,4,1.03
801884-B21,1.36,,10.16,2.6100000000000003
785079-B21,15.9,,2.98,0.614
793695-B21,1.36,,14.61,21.919999999999998
819201-B21,1.360776,,5.81,8.68
832512-B21,17.6,,,
718162-B21,15.9,,7,9
759208-B21,,,2.98,0.614
781518-B21,15.9,,2.98,0.614
785067-B21,15.9,,2.98,0.614
718160-B21,15.9,,7,9
781516-B21,15.9,,2.98,0.614
737261-B21,1.360776,,4.17,1.06
737394-B21,,,4.17,1.06
748387-B21,0.5,,18.41,13.969999999999999
652564-B21,15.9,,2.98,0.614
652583-B21,15.9,,2.98,0.614
655710-B21,1.360776,,1.04,7.25
652589-B21,25.6,,2.98,0.614
657750-B21,0.006,,2.6399999999999997,18.419999999999998
627117-B21,25.6,,,
658079-B21,1.360776,,1.04,7.25
652757-B21,25.6,,4.17,1.06
652753-B21,25.6,,4.17,1.06
659341-B21,1.36,,2.6399999999999997,18.419999999999998
655708-B21,1.360776,,1.04,7.25
628061-B21,1.360776,,4.16,1.06
652766-B21,25.6,,4.17,1.06
652749-B21,25.6,,2.98,0.614
652745-B21,25.6,,2.98,0.614
507127-B21,15.9,,7,4.61
605835-B21,15.9,,3.1,0.63
625609-B21,1.360776,,2.84,0.63
507750-B21,1.36,,7.220000000000001,1.6
507616-B21,1.360776,,4.36,1.04
625031-B21,1.360776,,4.36,1.04
619291-B21,15.9,,7,4.63
593911-B21,0.34,,,
647885-B21,0.45,,,
836220-B21,,,13.330000000000002,3.1
Z4Y85AA,,,6.779999999999999,0.24500000000000002
805351-B21B,0.45,,13.330000000000002,3.1
P00922-B21B,0.045,,19.05,8.89
726718-B21,0.45,,,
805353-B21,0.45,,13.330000000000002,3.1
726720-B21,0.45,,8.89,1.9100000000000001
805351-B21,,,13.330000000000002,3.1
726719-B21,0.45,,8.89,1.9100000000000001
P00924-B21,0.045,,19.05,8.89
647899-B21,,,13.330000000000002,3
805667-B21,0.34,,8.89,1.9100000000000001
820077-B21,0.00034,,0.889,0.191
500672-B21,0.34,,1.9100000000000001,19.81
819880-B21,0.34,,,
862974-B21,,,13.330000000000002,3.1
805669-B21,0.34,,8.89,19.81
815097-B21,0.0045,,13.330000000000002,3.1
835955-B21,0.045,,,
815098-B21,,,13.330000000000002,3.1
P00930-B21,0.045,,19.05,8.89
P00920-B21,0.045,,19.05,8.89
P00926-B21,0.045,,19.05,8.89
P00922-B21,0.045,,19.05,8.89
B4U39AA,,,0.38,6.76
805349-B21,0.45,,13.330000000000002,3.1
805349-B21B,0.045,,8.89,1.9100000000000001
726719-B21B,0.045,,8.89,1.9100000000000001
647907-B21,,,13.330000000000002,3
604502-B21,15.9,,,
815098-B21R,,,5.25,1.22
604506-B21,0.45,,8.89,
593339-B21,0.45,,8.89,1.9100000000000001
WDS240G2G0A,0.0322,,6.9799999999999995,0.7
WDS120G2G0A,0.032100000000000004,,10.05,6.9799999999999995
WDBVXC0020HWT-EESN,0.96,,5.3,17.55
WDBVXC0030HWT-EESN,1.03,,5.3,17.55
WDBVXC0080HWT-EESN,1.03,,5.3,17.55
WDBMUT0080JWT-EESN,2.4,,10.2,17.9
WDBMUT0120JWT-EESN,2.4,,10.2,17.9
WDBMUT0040JWT-EESN,2.29,,10.2,17.9
WDBMUT0060JWT-EESN,2.39,,10.2,17.9
WDBFKT0040BGD-WESN,0.25,,8.15,2.15
WD1500HLHX,0.489,,10.16,2.6100000000000003
WD7502ABYS,0.69,,10.16,2.54
WD360GD,0.73,,,
WD7500AYYS,0.073,,10.16,2.6100000000000003
WD80PURX,,,10.16,2.6100000000000003
WDS100T2B0A,,,2.8,0.3
WDS250G2B0B,0.007,,2.2,0.238
WDS500G2B0A,0.037399999999999996,,6.9799999999999995,0.7
WDS200T2B0A,,,2.8,0.3
WDS500G2B0B,0.007,,2.2,0.238
WDBFBE0060JBK-EESN,2.34,,10,18
WDS200T2B0B,,,0.9,0.1
WDS250G2B0A,0.037399999999999996,,6.9799999999999995,0.7
WD6003FFBX,,,10.16,26.1
WD20SPZX,0.09,,6.9799999999999995,0.7
WDS240G2G0B,0.00651,,2.2,0.15
WDS120G2G0B,0.00646,,2.2,0.15
WDBEPK5000ABK-WESN,0.23,,8.16,2.1
WDBJRT0020BBK-WESN,,,8.15,2.1
WDBAMJ0010BGY-EESN,0.46,,13.5,3
WDBLPG0020BBK-WESE,0.17,,8.15,1.6300000000000001
WDBAMJ0020BGY-EESN,0.44,,13.5,3
WD4005FZBX,,,4,1
WD6003FZBX,,,4,1
WDBZGE0040BBK-WESN,,,8.15,2.15
WDBWLG0060HBK-EESN,0.95,,4.8,16.580000000000002
WDBKVX0020PSL-WESN,,,4.5,9
WDBBGB0100HBK-EESN,0.96,,4.9,17.06
WD80EFAX,,,4,1
WD10PURX,,,4,1
WDBWLG0080HBK-EESN,0.95,,4.8,16.580000000000002
WD121PURZ,,,4,1
WD101PURZ,,,4,5.79
WD5000LQVX,0.095,,6.9799999999999995,0.6799999999999999
WDBWLG0100HBK-EESN,,,4.8,16.580000000000002
WD141KRYZ,,,4,1
WD6003FRYZ,,,4,1
WD102KRYZ,,,4,1
WD4003FRYZ,,,4,1
WD8004FRYZ,,,4,1
WD140EFFX,,,4,1
WD20EZAZ,0.45,,10.16,2.6100000000000003
WDBFBE0280JBK-EESN,,,10,18
WDBPMV0050BSL-WESN,,,8.16,2.1
WDBU6Y0050BBK-WESN,0.23,,8.2,2.1
WDBBGB0140HBK-EESN,1,,4.9,17.06
WDBA2D0020BBL-WESN,,,3,0.4
WDBPKJ0040BBK-WESN,,,3,0.8
WDBPKJ0040BRD-WESN,,,3,0.8
WDBYVG0020BBL-WESN,,,3,0.4
WDBYVG0020BRD-WESN,,,3,0.4
WDBPKJ0040BBL-WESN,,,3,0.8
WDBYVG0020BBK-WESN,,,3,0.4
WDBPKJ0050BBK-WESN,,,3,0.8
WDBA2F0040BBL-WESN,,,3,0.8
WDBA2W0020BBK-WESN,,,3.5,0.5
WDBA3A0040BBK-WESN,,,3.5,0.8
WDBA5G0050BBK-WESN,,,3.5,0.8
WDBA3A0050BBK-WESN,0.23,,8.8,2.08
WDBA5G0030BBK-WESN,,,3.5,0.8
0B42258,0.75,,10.16,14.7
WD20EFAX,0.06,,10.16,2.6100000000000003
WDS400T2B0A,0.0597,,6.9799999999999995,10.02
WD82PURZ,,,4,1
WDBWLG0120HBK-EESN,0.95,,4.8,16.580000000000002
WDBBGB0120HBK-EESN,0.0009699999999999999,,4.9,17.06
WDS200T3X0C,0.0075,,8,0.238
WDS500G3XHC,0.0075,,2.2,0.238
HUH721212ALE600,0.66,,10.16,2.6100000000000003
WD60EFAX,,,4,1
WD60EZAZ,0.75,,10.16,2.6100000000000003
WDS100T3X0C,,,0.9,0.1
WDS250G3X0C,0.0075,,2.2,0.238
WDS500G3X0C,0.0075,,2.2,0.238
0B40358,0.175,,7.01,1.5
0B40366,0.175,,7.01,1.5
WDS480G2G0A,0.0327,,10.05,0.7
WDS480G2G0B,0.00652,,8,0.15
0B40362,0.175,,7.01,1.5
WDBC3C0020BSL-WESN,,,3.2,0.5
WDBC3C0010BSL-WESN,,,8.16,10
WDBFTM0040BBL-WESN,,,3.2,0.8
WDBFTM0040BSL-WESN,0.23,,8.16,2.1
WDBC3C0020BBL-WESN,,,3.2,0.5
WDBKYJ0020BSL-WESN,,,3.2,0.5
WDBPMV0040BSL-WESN,,,3.2,0.8
WDBU6Y0030BBK,0.23,,8.2,2.1
0F31052,24.3,,4,1.03
0B36047,,,4,1
WDS100T2G0A,,,2.8,0.3
WDBMCG0010BBT-WESN,0.055,,6.7,1
0TS1618,0.095,,6.9799999999999995,0.7
0B40326,0.175,,7.01,1.5
WD10SPZX,0.09,,6.9799999999999995,0.7
WD40PURZ,,,4,1
WD10PURZ,0.65,,10.16,2.6100000000000003
WD20PURZ,0.65,,10.16,2.6100000000000003
WDBUZG7500ABK-WESN,0.13,,8.2,1.5
WDBBGB0060HBK-EESN,1.05,,4.9,17.06
WDBBGB0040HBK-EESN,1,,4.9,17.06
WDS120G1G0A,1.13,,2.75,0.276
WDS240G1G0A,0.032,,6.9799999999999995,0.7
WDBYNN0010BYL-WESN,0.17,,11,1.6300000000000001
WDS120G1G0B,0.00646,,2.2,0.223
WDS240G1G0B,0.00651,,2.2,0.223
WDBBGB0080HBK-EESN,0.96,,4.9,17.06
WDS500G1B0A,1.32,,2.75,3.96
WDBYNN0010BBK-WESN,6,,4.33,0.642
WDS250G1B0A,0.037399999999999996,,6.9799999999999995,10.05
WDBBGB0030HBK-EESN,0.96,,4.9,17.06
WD1005FBYZ,,,4,1
WD2005FBYZ,,,4,1
WDBBCL0160JBK-EESN,,,10.86,14.780000000000001
WDBNFA0000NBK-EESN,,,17,19.2
WD2002FFSX,,,4,1
WDBVBZ0160JCH-EESN,2.3,,9.91,17.14
WD5000AURX,,,10.16,14.7
WD10EZRZ,0.45,,10.16,2.6100000000000003
WD5000AZRZ,0.45,,10.16,2.6100000000000003
WD60EZRZ,,,4,1
WD40EZRZ,,,4,1
WD20EZRZ,,,4,1
WD30EZRZ,,,4,1
WD3200LPCX,3.17,,2.75,0.276
WD5000LPCX,0.09,,6.9799999999999995,0.7
WD3200LUCT,0.09,,6.9799999999999995,0.6799999999999999
WD5000AZLX,0.45,,10.16,2.54
WDBVBZ0040JCH-EESN,1.6,,9.91,17.14
WDBVBZ0120JCH-EESN,2.4,,9.91,17.14
WDBU6Y0030BBK-EESN,0.23,,8.2,2.1
WD5000LPLX,0.092,,6.9799999999999995,10.02
WD3200LPLX,0.092,,6.9799999999999995,10.02
WD2500LPLX,0.092,,6.9799999999999995,10.02
WDBHDK5000ABK-EESN,0.14809999999999998,,8.27,1.86
WDBWLG0040HBK-EESN,0.95,,4.8,16.580000000000002
WD60PURX,,,4,1
WD10JFCX,,,2.8,0.4
WD7500BFCX,4.06,,2.75,0.374
WD40EFRX,24,,4,1.03
WD1003FZEX,,,4,1
WD2003FZEX,,,4,1
WD5000LPVX,3.17,,2.75,0.276
WD3001HKHG,0.49,,10.16,26.1
WDBGLG0020HBK-EESN,0.89,,16.2,4.8
WD10JUCT,0.06985,,12,0.95
WD1000DHTZ,,,4,1
WD10EZEX,0.45,,10.16,2.54
WD5003AZEX,0.43,,10.16,2.6100000000000003
WD10EURX,0.599,,10.16,2.6100000000000003
WDBHDK0010BBK-EESN,0.1845,,8.27,1.86
WD40PURX,,,4,1
WD20EURX,22.6,,4,1.03
WD2503ABYZ,0.45,,10.16,2.6100000000000003
WD1003FBYZ,,,4,1
WD5003ABYZ,,,4,1
WD2000F9YZ,,,4,1
WD10EFRX,0.45,,10.16,2.6100000000000003
WD2503ABYX,0.73,,10.16,2.54
WD1500HLFS,0.489,,10.16,2.6100000000000003
WD5000LUCT,0.698,,6.8,0.6799999999999999
WD102KFBX,0.75,,10.16,14.7
WD30EFAX,0.64,,10.16,2.6100000000000003
WD40EFAX,,,5.8,1
WDS100T2B0C,0.0065,,2.2,0.238
WDS500G2B0C,0.0065,,2.2,0.238
WDS250G2B0C,0.0065,,2.2,0.238
WD141KFGX,,,4,1
WDS400T1R0A,0.0579,,6.9799999999999995,0.7
WDS500G1R0A,0.037399999999999996,,6.9799999999999995,0.7
WDS500G1R0B,0.007,,2.2,0.238
WDS100T1R0A,1.32,,2.75,0.276
WDS100T1R0B,0.007,,2.2,0.238
WD102PURZ,0.75,,10.16,2.6100000000000003
WD140PURZ,0.69,,10.16,2.6100000000000003
WDBS4B0020BWT-EEEX,0.17,,8.15,2.15
WDBYFT0030BOR-EEEX,0.25,,8.15,2.15
WDBYFT0040BWT-EEEX,0.25,,8.15,2.15
WDBS4B0020BOR-EEEX,0.17,,8.15,2.15
WDBYFT0030BBK-EEEX,0.25,,8.15,2.15
WDBYFT0040BBL-EEEX,0.25,,8.15,2.15
WDBYFT0040BRD-EEEX,0.25,,8.15,2.15
WDBS4B0020BBL-EEEX,0.17,,8.15,2.15
WDBS4B0020BYL-EEEX,0.17,,8.15,2.15
WDBYFT0030BWT-EEEX,0.25,,8.15,2.15
WDBYFT0030BYL-EEEX,0.25,,8.15,2.15
WDBYFT0030BRD-EEEX,0.25,,8.15,2.15
WDBYFT0040BYL-EEEX,0.25,,8.15,2.15
WDBYFT0040BOR-EEEX,0.25,,8.15,2.15
WD10SPSX,,,2.8,0.3
WDS960G1D0D,0.095,,6.9799999999999995,10.05
WDS192T1D0D,0.095,,6.9799999999999995,10.05
WDS200T2G0A,0.0327,,6.9799999999999995,0.7
ST32000644NS,25,,4.01,1.03
ST9300653SS,7.05,,2.76,0.591
ST9900805SS,7.23,,2.76,0.591
ST9300605SS,7.44,,2.76,0.591
ST9600205SS,2.47,,,0.591
ST1000NM0001,22.6,,4.01,1.03
ST91000640SS,7.05,,2.76,0.591
ST9250610NS,0.179,,7.01,1.5
ST9500620NS,,,2.8,0.6
ST3500413AS,14.6,,4,0.787
ST9146852SS,,,2.8,0.6
ST300MM0026,0.217,,7.01,1.5
ST2000NM0024,0.605,,10.18,2.6100000000000003
ST4000NM0034,0.635,,10.18,2.6100000000000003
ST200FM0012,,,7.01,0.7
ST3300657SS,,,4,1
ST3600057SS,,,4,1
ST2000NM0023,,,4,1
ST5000NM0084,0.78,,10.18,2.6100000000000003
ST3750640NS,0.72,,10.16,2.6100000000000003
ST1000NX0323,,,2.8,0.6
ST2000NX0253,,,2.8,0.6
ST1000NX0313,6.7,,2.76,0.591
STEA500400,0.17,,8,1.48
ST3500320NS,0.518,,10.16,2.6100000000000003
ST1000NX0423,,,2.8,0.6
ST1000NX0453,,,2.8,0.6
STDR4000901,0.247,,7.8,2.05
ST10000NM0016,22.9,,4.01,1.03
STEA4000402,,,3.2,4.6
STEH1000200,0.136,,7.6,0.96
ST2000NM0135,0.605,,10.18,2.6100000000000003
ST2000NM0045,21.3,,4.01,1.03
ST1000NM0045,,,4.01,1.03
ST4000NM0035,23.1,,4.01,1.03
ST4000NM0025,23.1,,4.01,1.03
ST6000NM0115,24.9,,4.01,1.03
ST500DM009,,,4,0.8
ST10000VN0004,,,4,1
ST10000VX0004,22.9,,4.01,1.03
STEL8000200,,,4.1,11.8
ST3000VX010,0.61,,10.18,2.6100000000000003
ST6000VX0023,0.705,,10.18,2.6100000000000003
ST1000DM010,,,4,0.8
ST4000VN008,21.5,,4.01,1.03
ST8000VX0022,7.41,,4.01,1.03
ST2000VN004,18.9,,4.01,1.03
ST2000VX008,,,4,1
ST6000DM004,27.5,,4,1.03
ST1000VX005,,,4,0.8
ST2000LM015,,,2.8,0.3
ST1000LX015,0.092,,6.9799999999999995,0.7
ST500LX025,,,2.8,0.3
ST1000LM048,,,2.8,0.3
ST500LM030,,,2.8,0.3
ST2000LX001,0.096,,6.9799999999999995,0.7
ST4000LM024,,,2.8,0.6
ST3000LM024,,,2.8,0.6
ST300MM0048,,,2.8,0.6
XF1230-1A0480,0.085,,6.9799999999999995,0.7
ST600MP0136,,,2.8,0.6
ST300MP0106,,,2.8,0.6
STDR5000203,0.409,,10.5,4.3
STDR5000202,0.409,,10.5,4.3
ST2000NE0025,0.55,,10.18,2.6100000000000003
ST1000NM0008,,,4,1
ST2000NM0008,,,4,1
ST4000NM0014,22.4,,4.01,1.03
ST4000NM003,22.9,,4.01,1.03
ST4000DM004,17.3,,4,0.794
ST14000VE0008,,,4,1
STHP5000403,394.5796808,45.1,40,48
ZA1920NM10011,,,2.8,0.3
ZA240NM10011,0.077,,7.01,0.7
ZA960NM10011,,,2.8,0.3
ZA480NM10011,,,2.8,0.3
STHN1000403,308.2,121.9,22.5,121.9
STHN2000405,1.06,121.9,101.6,114.1
STEB10000400,1.360776,,8.35,2.68
STEB8000402,1.36,,21.2,6.8
ST12000NM0008,,,4.01,
ST12000NM0038,24.3,,4.01,1.03
STHB2000401,0.267,,17.15,2.1
STHB1000401,,,3.1,3.7
STCM1000400,0.193,,14.7,3.25
STHB500401,,,3.1,3.7
STCM250400,0.193,,14.7,3.25
STHH2000400,327.31198720000003,48,40,44.9
STHN2000401,308.2,121.9,101.6,114.1
STHH1000402,327.3,114.1,101.6,121.9
STHP5000402,394.5796808,45.1,40,48
STHN1000400,308.2,121.9,101.6,114.1
STHP5000400,394.5796808,45.1,40,48
STHN1000402,308.2,121.9,101.6,114.1
STHN2000400,308.215764,48,40,44.9
STHH2000402,0.229,,10.4,14.6
STHN2000402,308.215764,48,40,44.9
STHP4000402,394.5796808,45.1,40,48
ST4000NE001,,,4,1
ST6000NE000,,,4,1
ST4000NM002A,,,4,1
ST4000NM003A,,,4,1
YA480VC1A001,0.036,,6.9799999999999995,0.7
YA240VC1A001,0.036,,6.9799999999999995,0.7
YA960VC1A001,0.036,,6.9799999999999995,0.7
STEA5000402,1.4877817599999998,43.3,40,48
ZP2000GM30021,,,0.9,
ST14000NM001G,22.9,,4.01,1.03
ST16000NM001G,22.9,,4.01,1.03
ST16000NM003G,,,4,1
ST16000NE000,24.9,,4.01,1.03
ST16000NM002G,22.9,,4.01,1.03
ST10000VE0008,,,4,1
ST16000VE000,,,4,1
ST2000NE001,0.62,,10.18,2.6100000000000003
XS960SE70004,0.165,,7.01,1.5
XS7680SE70004,,,2.8,0.6
XS1920SE70014,0.165,,7.01,1.5
ST8000VE000,0.714,,10.18,2.6100000000000003
ST8000VX004,,,4,1
XS400ME70004,5.82,,2.76,0.591
ST1000LMA48,0.09,,6.9799999999999995,0.7
ZP250CM3A001,0.91,12.9,27.8,16.9
STJF4000400,2.67,,27,5.1
STJD500400,0.131,,10.45,14.6
STJE1000400,,,2.2,3
STJE500400,,,2.2,3
STJE1000402,,,2.2,3
STJE500402,,,2.2,3
XA1920LE10063,0.077,,7.01,0.7
XA960LE10063,0.077,,7.01,0.7
XA960ME10063,0.077,,7.01,0.7
ST14000NE0008,24.3,,4.01,1.03
ST12000VN0008,24.3,,4.01,1.03
ST10000VN0008,24.3,,4.01,1.03
ST10000NE0008,24.3,,4.01,1.03
ST1000LM049,,,2.8,0.3
STEL10000400,,,4.6,1.6
ST3000VX009,,,4,0.8
ST6000VX001,,,4,1
ST1200MM0009,,,2.8,0.6
ST12000NM0017,0.65,,10.16,2.6100000000000003
ST1800MM0129,,,2.8,0.6
ST12000NM0027,0.65,,10.16,2.6100000000000003
ST600MM0099,7.94,,2.76,0.591
ST1200MM0129,,,2.8,0.6
ST2400MM0129,0.23,,7.01,1.5
ST31500341AS,,,4,1
ST3400620NS,0.635,,10.16,2.6100000000000003
ST3750330AS,0.677,,10.16,2.6100000000000003
ST3500630AS,0.72,,10.16,2.6100000000000003
ST8000NE001,0.705,,10.18,2.6100000000000003
STGG8000400,,,1.6,4.6
STGH2000400,0.306,,12,18.3
STEA2000417,10.2,,5.41,7.32
STEA4000407,,,3.2,4.6
ST8000DM004,,,4,1
ST2000DM008,,,4,0.8
STGD4000400,,,3,4.5
ST3000DM007,,,4,0.8
ST6000DM003,,,4,1
ZA480CV1A001,0.04,,7.01,0.71
ZA2000GM1A001,1.2,15.3,29.2,14
ZA500GM1A001,1.2,15.3,29.2,14
ZA4000GM1A001,1.2,15.3,29.2,14
ST10000VE0008-DC,0.69,,10.18,2.6100000000000003
ST2000VX008-DC,0.61,,10.18,2.6100000000000003
ST4000VX007-DC,0.635,,10.18,2.6100000000000003
STJP1000400,,,2.1,0.4
STJP500400,1,10.6,13.3,17.3
STJP2000400,,,2.1,0.4
ST1000VX005-DC,0.415,,10.18,2.02
ST14000VE0008-DC,0.69,,10.18,2.6100000000000003
ST6000VX001-DC,0.61,,10.18,2.6100000000000003
ZP240NM30011,0.0065,,2.21,0.223
ZP960NM30011,,,0.9,
ZP480NM30011,,,0.9,
STJL1000400,0.26,,10.3,14
STJL4000400,0.33,,10.3,14.2
STJL5000400,0.33,,10.3,14.2
STJL2000400,0.26,,10.3,14
ZA1000CM1A003,0.05,,7.01,0.71
ZA2000CM1A003,1.2,15.3,29.2,14
ST2000DMA08,0.415,,10.16,2.02
ST2000LMA15,0.09,,6.9799999999999995,0.7
ST1000DMA10,0.4,,10.18,2
STJM1000400,,,3.1,0.4
STJM500400,,,3.1,0.4
SA3400/120TB-IWP,,,48.2,8.8
SA3400/144TB-EXOS,,,48.2,8.8
SA3400/144TB-IWP,,,48.2,8.8
SA3400/48TB-EXOS,,,48.2,8.8
SA3400/72TB-IWP,,,48.2,8.8
SA3400/120TB-EXOS,,,48.2,8.8
SA3400/168TB-IWP,,,48.2,8.8
SA3400/24TB-EXOS,,,48.2,8.8
SA3400/72TB-EXOS,,,48.2,8.8
RS820RP+,,,18.9,1
